Project Title,Administering  IC,Application ID,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Organization Name,ARRA Indicator,FY,FY Total Cost ,FY Total Cost  (Sub Projects)
Sleep loss as a vulnerability factor for inflammation induced depressive symptoms in older women,NIA,8804872,1K23AG049085-01,1,K23,AG,49085,1,,,11764320,"CHO, JOSHUA HYONG-JIN",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2015,162540,
Investigating parvalbumin interneuron activity: implications for  schizophrenia and potential therapies,NIMH,9013762,1K99MH108720-01,1,K99,MH,108720,1,,,11182582,"CHO, KATHLEEN K.A.",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2015,87779,
K-Ras plasma membrane interactions: a tractable therapeutic target,NCI,8766781,1K99CA188593-01,1,K99,CA,188593,1,,,12004764,"CHO, KWANG-JIN ",Not Applicable,UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON, ,2014,90000,
Physiological role of the TNKS-PI31 dependent proteasome regulation,NCI,8967510,1K99CA190658-01A1,1,K99,CA,190658,1,A1,,10777000,"CHO, PAK ",Not Applicable,ROCKEFELLER UNIVERSITY, ,2015,118139,
Age related Differences in Chronic Rhinosinusitis and Nasal Polyps,NIAID,8679877,1K23AI110731-01,1,K23,AI,110731,1,,,9613412,"CHO, SEONG HO",Not Applicable,NORTHWESTERN UNIVERSITY AT CHICAGO, ,2014,130152,
Interleukin-13-mediated mechanisms of pulmonary vascular remodeling,NHLBI,8767286,1K08HL121183-01A1,1,K08,HL,121183,1,A1,,9716161,"CHO, WON-KYUNG ",Not Applicable,YALE UNIVERSITY, ,2014,133514,
The role of ZEB1 mutations in cutaneous T cell lymphoma,NCI,8966994,1K08CA191019-01A1,1,K08,CA,191019,1,A1,,10995631,"CHOI, JAEHYUK ",Not Applicable,YALE UNIVERSITY, ,2015,15669,
Dusp4 in the pathogenesis of LMNA cardiomyopathy,NHLBI,8487168,1K99HL118163-01,1,K99,HL,118163,1,,,9295126,"CHOI, JASON CHEOL",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2013,134973,
The Role of FBN1 in mammalian energy balance,NIDDK,8749093,1K08DK102529-01,1,K08,DK,102529,1,,,11505367,"CHOPRA, ATUL ",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2014,148326,
Improving Peripherally Inserted Central Catheter Use in Hospitalized Patients,AHRQ,8664482,1K08HS022835-01,1,K08,HS,22835,1,,,10441976,"CHOPRA, VINEET ",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2014,151572,
An Intervention to Improve Women?s Reproductive Health,NICHD,8949265,1K23HD084753-01,1,K23,HD,84753,1,,,11695323,"CHOR, JULIE ",Not Applicable,UNIVERSITY OF CHICAGO, ,2015,129544,
Probing the multiple roles of the PCSK9 active site using chemical biology,NHLBI,8966531,1K08HL124068-01A1,1,K08,HL,124068,1,A1,,11116598,"CHORBA, JOHN S",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2015,141050,
Novel mechanisms of T cell costimulation: the role of LRRC8A in T cell activation,NIAID,8869453,1K08AI116979-01,1,K08,AI,116979,1,,,10155668,"CHOU, JANET ",Not Applicable,BOSTON CHILDREN'S HOSPITAL, ,2015,179053,
Identifying the Th2 endotype in COPD: clinical and pathologic implications,NHLBI,8966561,1K23HL123778-01A1,1,K23,HL,123778,1,A1,,11212017,"CHRISTENSON, STEPHANIE A",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2015,139437,
TSLP profibrotic signaling and its interaction with TGF-beta,NIAMS,8618487,1K08AR065507-01,1,K08,AR,65507,1,,,11002075,"CHRISTMANN, ROMY BEATRIZ",Not Applicable,BOSTON UNIVERSITY MEDICAL CAMPUS, ,2014,97788,
Measuring Prisoners' Voluntary Consent to Clinical Research for Opioid Dependence,NIDA,8509166,1K23DA034030-01A1,1,K23,DA,34030,1,A1,,10498095,"CHRISTOPHER, PAUL PASQUALE",Not Applicable,"BUTLER HOSPITAL (PROVIDENCE, RI)", ,2013,185220,
Identification of Cortical Biomarkers for Seizure Risk in Childhood Epilepsy,NINDS,9034013,1K23NS092923-01A1,1,K23,NS,92923,1,A1,,10303743,"CHU, CATHERINE J",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2015,193535,
Prospective Community-Based Study of RSV Risk Factors in Nepalese Children,NIAID,8580703,1K23AI103105-01A1,1,K23,AI,103105,1,A1,,10250308,"CHU, HELEN YING-HUI",Not Applicable,UNIVERSITY OF WASHINGTON, ,2013,176347,
A novel role for p53 in congenital disorders of glycosylation,NIDDK,8581232,1K08DK101340-01A1,1,K08,DK,101340,1,A1,,10540612,"CHU, JAIME ",Not Applicable,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI, ,2013,151416,
Causal Inference of Disease-Relevant Regulatory Networks,NHLBI,8507843,1K99HL114651-01A1,1,K99,HL,114651,1,A1,,11135703,"CHU, JEN-HWA ",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL, ,2013,137160,
Understanding the Effects of Chronic Opioids Therapy in Humans,NIDA,8509170,1K02DA033348-01A1,1,K02,DA,33348,1,A1,,7594749,"CHU, LAWRENCE F",Not Applicable,STANFORD UNIVERSITY, ,2013,126652,
Intestinal Microbiome Fructan Metabolism and Symptom Generation in Childhood IBS,NIDDK,8679136,1K23DK101688-01,1,K23,DK,101688,1,,,9874345,"CHUMPITAZI, BRUNO PEDRO",Not Applicable,BAYLOR COLLEGE OF MEDICINE, ,2014,171827,
Drug-Drug Interactions and Preventable Adverse Events in Rheumatology,NIAMS,8564945,1K23AR064768-01,1,K23,AR,64768,1,,,9104337,"CHUNG, CECILIA PILAR",Not Applicable,VANDERBILT UNIVERSITY, ,2013,125415,
Multimodal Peptide Amphiphile Micelles for Atherosclerosis,NHLBI,8891710,1K99HL124279-01A1,1,K99,HL,124279,1,A1,,10205250,"CHUNG, EUN JI ",Not Applicable,UNIVERSITY OF CHICAGO, ,2015,89964,
Evidence-Based Research in Hand Surgery,NIAMS,8634482,2K24AR053120-06A1,2,K24,AR,53120,6,A1,,6485111,"CHUNG, KEVIN C",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2014,182732,
Using genomics to elucidate the pathogenesis of granulomatosis with polyangiitis,NIAMS,8510175,1K23AR063126-01A1,1,K23,AR,63126,1,A1,,9876299,"CHUNG, SHARON ALANE",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2013,132425,
How does neuronal activity control the synaptic wiring of our visual system?,NEI,8767269,1K99EY024690-01,1,K99,EY,24690,1,,,9704236,"CHUNG, WON-SUK ",Not Applicable,STANFORD UNIVERSITY, ,2014,90000,
Notch signaling in cardiomyocyte transcriptome signatures,NHLBI,8949520,1K99HL128906-01,1,K99,HL,128906,1,,,11758846,"CHURKO, JARED ",Not Applicable,STANFORD UNIVERSITY, ,2015,102513,
Defining the role of BRCA1 in hematopoiesis,NHLBI,8950505,1K08HL129088-01,1,K08,HL,129088,1,,,10201860,"CHURPEK, JANE ",Not Applicable,UNIVERSITY OF CHICAGO, ,2015,129546,
Predicting In-hospital Cardiac Arrest Using Electronic Health Record Data,NHLBI,8617518,1K08HL121080-01,1,K08,HL,121080,1,,,10739456,"CHURPEK, MATTHEW MICHAEL",Not Applicable,UNIVERSITY OF CHICAGO, ,2014,129546,
Molecular Programming of Immunological Memory in Human Natural Killer Cells,NHLBI,8879873,1K99HL123638-01A1,1,K99,HL,123638,1,A1,,10572784,"CICHOCKI, FRANK ",Not Applicable,UNIVERSITY OF MINNESOTA, ,2015,95176,
Analysis of the Molecular Machinery of microRNA-processing pathways,NICHD,8442460,1K99HD071968-01A1,1,K99,HD,71968,1,A1,,10542450,"CIFUENTES, DANIEL ",Not Applicable,YALE UNIVERSITY, ,2013,108667,
THE ROLE OF RNA METHYLATION IN THE REGULATION OF lncRNA FUNCTION,NIGMS,8948102,1K99GM115868-01,1,K99,GM,115868,1,,,10993605,"CIFUENTES-ROJAS, CATHERINE ",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2015,89996,
Cardiovascular Risk Perception and Wellness Perspectives in HIV-infected Adults,NINR,8846418,1K23NR014951-01A1,1,K23,NR,14951,1,A1,,10462826,"CIOE, PATRICIA ANN",Not Applicable,BROWN UNIVERSITY, ,2014,132261,
Genetics of Normal Human Variation:  Implications for Disease,NIMH,8510139,1K01MH098126-01A1,1,K01,MH,98126,1,A1,,8487052,"CIRULLI ROGERS, ELIZABETH TRILBY",Not Applicable,DUKE UNIVERSITY, ,2013,138641,
Hormonal regulation of the brain microenvironment and its contribution to brain m,NCI,8616552,1K22CA181250-01,1,K22,CA,181250,1,,,11541478,"CITTELLY, DIANA M.",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2013,140721,
Systems genetics analysis of cardiometabolic trait loci in humans ,NHLBI,8618621,1K99HL121172-01,1,K99,HL,121172,1,,,10245876,"CIVELEK, METE ",Not Applicable,UNIVERSITY OF CALIFORNIA LOS ANGELES, ,2014,123390,
Dopamine Effects on Mesocorticolimbic Function in Parkinson Disease,NINDS,8635222,1K23NS080988-01A1,1,K23,NS,80988,1,A1,,9873890,"CLAASSEN, DANIEL OLIVER",Not Applicable,VANDERBILT UNIVERSITY, ,2013,179739,
Indiana Pediatric Scientist Award(IPSA),NICHD,8499524,1K12HD068371-01A1,1,K12,HD,68371,1,A1,,1962260,"CLAPP, DAVID W",Not Applicable,INDIANA UNIV-PURDUE UNIV AT INDIANAPOLIS, ,2013,431680,
Tailored Screening; Brief Intervention; and Referral to Treatment for Medical Int,NIAAA,8699925,1K23AA021814-01A1,1,K23,AA,21814,1,A1,,11082794,"CLARK, BRENDAN JAMES",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2014,157028,
Community-based Participatory Research: A Tool to Advance Cookstove Interventions,NIEHS,8425860,1K99ES022269-01,1,K99,ES,22269,1,,,10528305,"CLARK, MAGGIE LYNN",Not Applicable,COLORADO STATE UNIVERSITY, ,2013,114251,
Institute for Integration of Medicine & Science: A Partnership to Improve Health,NCATS,8721515,1KL2TR001118-01,1,KL2,TR,1118,1,,,1899081,"CLARK, ROBERT A ","SHIREMAN, PAULA K",UNIVERSITY OF TEXAS HLTH SCIENCE CENTER, ,2013,376425,
Substance Use Trajectories and Health Outcomes for Monoracial and Biracial Blacks,NIDA,8565717,1K01DA035895-01,1,K01,DA,35895,1,,,11128816,"CLARK, TRENETTE T",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL, ,2013,165770,
Sodium-restricted diets and symptoms in end stage renal disease: An RCT,NINR,8750606,1K23NR015058-01,1,K23,NR,15058,1,,,10585050,"CLARK-CUTAIA, MAYA NICOLE",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2014,133264,
Microcystin-LR toxicity in nonalcoholic steatohepatitis,NIEHS,8890996,1K99ES024455-01A1,1,K99,ES,24455,1,A1,,11103740,"CLARKE, JOHN DANIEL",Not Applicable,UNIVERSITY OF ARIZONA, ,2015,91383,
Metal mixtures; children's cognition; and sensitive developmental windows,NIEHS,8566379,1K99ES022986-01,1,K99,ES,22986,1,,,10812078,"CLAUS HENN, BIRGIT GUNHILD",Not Applicable,HARVARD SCHOOL OF PUBLIC HEALTH, ,2013,102242,
Mechanisms of Cellular Adaptation in Cystitis,NIDDK,8947815,1K08DK106472-01,1,K08,DK,106472,1,,,10886560,"CLAYTON, DOUGLASS BROOKS",Not Applicable,VANDERBILT UNIVERSITY, ,2015,135083,
The Molecular Regulation of Neutrophil Calcium Signaling in Acute Lung Injury,NIAID,8948915,1K08AI119134-01,1,K08,AI,119134,1,,,11540086,"CLEMENS, REGINA ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2015,184140,
Development of LEAP for the Homeless with Alcohol Problems,NIAAA,8440268,1K01AA021147-01A1,1,K01,AA,21147,1,A1,,7893761,"CLIFASEFI, SEEMA LISA",Not Applicable,UNIVERSITY OF WASHINGTON, ,2013,176764,
Mitochondrial Iron metabolism in Chronic Obstructive Pulmonary Disease,NHLBI,8805663,1K99HL125899-01,1,K99,HL,125899,1,,,12101407,"CLOONAN, SUZANNE M",Not Applicable,WEILL MEDICAL COLL OF CORNELL UNIV, ,2015,132381,
Population mobility and retention in HIV care among postpartum women in South Africa,NIMH,8919531,1K01MH107256-01,1,K01,MH,107256,1,,,12190399,"CLOUSE, KATE ",Not Applicable,VANDERBILT UNIVERSITY, ,2015,143012,
Alcoholic liver disease and its association with hepatic vitamin A homeostasis,NIAAA,8765937,1K99AA022652-01A1,1,K99,AA,22652,1,A1,,10591409,"CLUGSTON, ROBIN D",Not Applicable,COLUMBIA UNIVERSITY HEALTH SCIENCES, ,2014,120377,
Ceramide Mediated Oxidative Stress in Muscle Loss with Aging and Disuse,NIA,8486746,1K01AG044437-01,1,K01,AG,44437,1,,,10242726,"COEN, PAUL MARTIN",Not Applicable,ADVENTHEALTH ORLANDO, ,2013,129172,
Novel Methods to Identify Momentary Risk States for Stress & Physical Inactivity,NIEHS,8828888,1K01ES025437-01,1,K01,ES,25437,1,,,8838161,"COFFMAN, DONNA LYNN",Not Applicable,PENNSYLVANIA STATE UNIVERSITY-UNIV PARK, ,2014,190430,
Large-Scale Brain Organization During Cognitive Control in ADHD,NIMH,8765341,1K99MH102349-01A1,1,K99,MH,102349,1,A1,,8959614,"COHEN, JESSICA R",Not Applicable,HUGO W. MOSER RES INST KENNEDY KRIEGER, ,2014,92998,
Neural and cognitive factors predicting adverse outcomes in college drinkers.,NIAAA,8700655,1K01AA022392-01A1,1,K01,AA,22392,1,A1,,10739427,"COHEN-GILBERT, JULIA ELIZABETH",Not Applicable,MCLEAN HOSPITAL, ,2014,131220,
Project LOVE: Preventing Adolescent Dating Violence among Rural African Americans,NIMHD,8079359,1K22MD006142-01,1,K22,MD,6142,1,,,8130664,"COKER-APPIAH, DIONNE SMITH",Not Applicable,GEORGETOWN UNIVERSITY, ,2013,190212,
Omics of Inflammatory Airway Diseases,NHLBI,8575240,1K12HL120002-01,1,K12,HL,120002,1,,,1882779,"COLE, FRANCIS SESSIONS ","COHEN, BARAK A;HOLTZMAN, MICHAEL J",WASHINGTON UNIVERSITY, ,2013,113134,
Genetic determinants of virulence for fusariosis,NIAID,8509416,1K22AI100983-01A1,1,K22,AI,100983,1,A1,,10484419,"COLEMAN, JEFFREY ",Not Applicable,AUBURN UNIVERSITY AT AUBURN, ,2015,160002,
Patient Oriented Research and Mentoring in Interstitial Lung Disease,NHLBI,8867807,1K24HL127131-01,1,K24,HL,127131,1,,,8544857,"COLLARD, HAROLD R",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2015,118771,
Selective MicoRNA modification to enhance regulatory T cell function in IBD,NIDDK,8566545,1K01DK099403-01,1,K01,DK,99403,1,,,10246101,"COLLINS, COLM ",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2013,135670,
Mentoring Intervention Development in Fall and Fracture Prevention,NIA,8967044,1K24AG049077-01A1,1,K24,AG,49077,1,A1,,7615551,"COLON-EMERIC, CATHLEEN S",Not Applicable,DUKE UNIVERSITY, ,2015,81027,
The antiviral role of mosquito ubiquitin Ub3881 during dengue infection,NIAID,8425959,1K22AI103067-01,1,K22,AI,103067,1,,,9312584,"COLPITTS, TONYA MICHELLE",Not Applicable,TULANE UNIVERSITY OF LOUISIANA, ,2013,162000,
Structural Dynamics of Cardiac Myosin Binding Protein-C,NHLBI,8791218,1K99HL122397-01A1,1,K99,HL,122397,1,A1,,10473387,"COLSON, BRETT A",Not Applicable,UNIVERSITY OF MINNESOTA, ,2014,135216,
Using Vessel Caliber to Assess Cardiac Impairment in COPD,NHLBI,8581541,1K23HL114735-01A1,1,K23,HL,114735,1,A1,,10723865,"COME, CAROLYN E",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL, ,2013,163350,
Integrative Examination of Neurobehavioral Mechanisms in Tic Suppression,NIMH,8678125,1K23MH103617-01,1,K23,MH,103617,1,,,10702353,"CONELEA, CHRISTINE A",Not Applicable,RHODE ISLAND HOSPITAL, ,2014,174339,
Early Life Experience Imprints Gut Microbiome in Preterm Infants,NINR,8618770,1K23NR014674-01,1,K23,NR,14674,1,,,9712229,"CONG, XIAOMEI SOPHIA",Not Applicable,UNIVERSITY OF CONNECTICUT STORRS, ,2013,131496,
Training in Neuroimaging of Cognitive Development in Craniofacial Diagnoses,NIDCR,8751689,1K23DE024511-01,1,K23,DE,24511,1,,,11167042,"CONRAD, AMY LYNN",Not Applicable,UNIVERSITY OF IOWA, ,2014,99719,
Human Endogenous Retroviral Sequences; a Tool to Study the Role of Centromeres in,NCI,8564057,1K22CA177824-01,1,K22,CA,177824,1,,,10565289,"CONTRERAS-GALINDO, RAFAEL ALEJANDRO",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2013,115204,
Utilizing social media as a resource for mental health surveillance,NLM,8510292,1K99LM011393-01A1,1,K99,LM,11393,1,A1,,10414640,"CONWAY, MICHAEL AMBROSE",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN DIEGO", ,2013,82800,
Discovery of BMP-dependent mechanisms controlling embryonic hematopoiesis,NIDDK,8504379,1K01DK096031-01A1,1,K01,DK,96031,1,A1,,6691264,"COOK, BRANDOCH D",Not Applicable,WEILL MEDICAL COLL OF CORNELL UNIV, ,2013,87448,
Multiscale Framework for Molecular Heterogeneity Analysis,NLM,8488045,1K22LM011576-01,1,K22,LM,11576,1,,,10363644,"COOPER, LEE ",Not Applicable,EMORY UNIVERSITY, ,2013,162319,
HIV Prevention and Adherence Among Priority Drug Using Populations,NIDA,8541232,1K02DA033139-01A1,1,K02,DA,33139,1,A1,,7555275,"COPENHAVER, MICHAEL ",Not Applicable,UNIVERSITY OF CONNECTICUT STORRS, ,2013,139430,
Mentoring in community-engaged approaches to address CVD disparities,NHLBI,8968107,2K24HL105493-06,2,K24,HL,105493,6,,,3117366,"CORBIE-SMITH, GISELLE ",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL, ,2015,117235,
Combination Therapy to Improve MAPK Pathway Inhibitor Efficacy in BRAF and KRAS M,NCI,8443047,1K08CA166510-01A1,1,K08,CA,166510,1,A1,,10453163,"CORCORAN, RYAN BRUCE",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2013,179280,
The Impact of Obstructive Sleep Apnea on Non-Alcoholic Fatty Liver Disease,NIDDK,8567780,1K23DK099422-01,1,K23,DK,99422,1,,,9420041,"COREY, KATHLEEN ELIZABETH",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2013,184691,
Beta-adrenergic signaling modulates mitochondrial function and dynamics,NHLBI,8967374,1K99HL129474-01A1,1,K99,HL,129474,1,A1,,11268342,"CORONADO, MICHAEL J.",Not Applicable,STANFORD UNIVERSITY, ,2015,127683,
A female-specific neuroendocrine center controlling energy expenditure,NIDDK,8635205,1K01DK098320-01A1,1,K01,DK,98320,1,A1,,11406988,"CORREA, STEPHANIE ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2013,124197,
Resilience in early development: How antibiotics shape infant microbiome assembly,NICHD,8581506,1K99HD074743-01A1,1,K99,HD,74743,1,A1,,10568461,"COSTELLO, ELIZABETH ",Not Applicable,STANFORD UNIVERSITY, ,2013,105177,
Cardiovascular Disease Epidemiology in Medicaid Patients with Lupus,NIAMS,8678326,1K24AR066109-01,1,K24,AR,66109,1,,,2052802,"COSTENBADER, KAREN H",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL, ,2014,175879,
Identification of human orofacial enhancers and their role in orofacial clefts,NIDCR,8677465,1K99DE024194-01,1,K99,DE,24194,1,,,9665737,"COTNEY, JUSTIN LEE",Not Applicable,YALE UNIVERSITY, ,2014,108853,
MidCareer Mentoring Award for Patient-Oriented Research,NIA,8641147,2K24AG029812-06,2,K24,AG,29812,6,,,1899169,"COVINSKY, KENNETH E.",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO", ,2013,181443,
Brain plasticity and rehabilitation after stroke,NICHD,8425290,1K24HD074722-01,1,K24,HD,74722,1,,,1899902,"CRAMER, STEVEN C.",Not Applicable,UNIVERSITY OF CALIFORNIA-IRVINE, ,2013,117626,
Institute for Clinical and Translational Sciences,NCATS,9084986,1KL2TR001416-01,1,KL2,TR,1416,1,,,1899902,"CRAMER, STEVEN C. ","CAIOZZO, VINCENT JAMES",UNIVERSITY OF CALIFORNIA-IRVINE, ,2015,533200,
Temporal-spatial Regulation of MSCs by IGF-1,NIAMS,8700051,1K08AR064833-01A1,1,K08,AR,64833,1,A1,,11215494,"CRANE, JANET L",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2014,131277,
A multidimensional strategy to improve hydroxyurea adherence in children with sickle cell,NHLBI,8869788,1K23HL127303-01,1,K23,HL,127303,1,,,12211732,"CREARY, SUSAN ",Not Applicable,RESEARCH INST NATIONWIDE CHILDREN'S HOSP, ,2015,127607,
Influence of peripheral insulin resistance and hepatic lipogenesis on liver fat in obese PCOS girls,NIDDK,9013233,1K23DK107871-01,1,K23,DK,107871,1,,,11714276,"CREE GREEN, MELANIE C",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2015,179916,
Targeting ethanol-induced gut dysbiosis with synbiotics to treat alcoholic liver,NIAAA,8755437,1K99AA023266-01,1,K99,AA,23266,1,,,10534747,"CRESCI, GAIL ANN",Not Applicable,CLEVELAND CLINIC LERNER COM-CWRU, ,2015,135648,
Race; Socioeconomic Status; Diet and Chronic Kidney Disease,NIDDK,8424489,1K23DK097184-01,1,K23,DK,97184,1,,,9419231,"CREWS, DEIDRA CANDICE",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2013,172023,
The role of the delta-opioid receptor gene; OPRD1; in opioid addiction treatment,NIDA,8700076,1K01DA036751-01A1,1,K01,DA,36751,1,A1,,11139002,"CRIST, RICHARD C",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2014,151578,
Glutamate Probes in Adolescent Depression,NIMH,8633617,1K23MH100266-01A1,1,K23,MH,100266,1,A1,,10094784,"CROARKIN, PAUL ",Not Applicable,MAYO CLINIC ROCHESTER, ,2014,174042,
Targeting FAK and integrin signaling in preclinical models of Ewing sarcoma,NCI,8967409,1K08CA188073-01A1,1,K08,CA,188073,1,A1,,9552082,"CROMPTON, BRIAN ",Not Applicable,DANA-FARBER CANCER INST, ,2015,177120,
Weight loss-induced modification of the genomic network underlying obese asthma,NHLBI,8869238,1K01HL127265-01,1,K01,HL,127265,1,,,9486408,"CROTEAU-CHONKA, DAMIEN C.",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL, ,2015,140130,
Neuroimaging Age-Related Changes i Pain Modulation,NIA,8890500,1K01AG048259-01A1,1,K01,AG,48259,1,A1,,11196759,"CRUZ-ALMEIDA, YENISEL ",Not Applicable,UNIVERSITY OF FLORIDA, ,2015,124813,
A Novel Role of Macrophage TSP1-CD47 Signaling in Atherosclerosis,NHLBI,8579966,1K99HL114648-01A1,1,K99,HL,114648,1,A1,,10345284,"CSANYI, GABOR ",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2013,90000,
Caspase 8: A Novel Suppressor of Dendritic Cell-Mediated Autoimmunity,NIAMS,8487862,1K01AR064313-01,1,K01,AR,64313,1,,,10304596,"CUDA, CARLA M",Not Applicable,NORTHWESTERN UNIVERSITY AT CHICAGO, ,2013,119342,
Mentoring researchers on drug abuse and HIV,NIDA,8730413,1K24DA036955-01A1,1,K24,DA,36955,1,A1,,9213243,"CUNNINGHAM, CHINAZO ",Not Applicable,ALBERT EINSTEIN COLLEGE OF MEDICINE, ,2014,185824,
Yale Drug Abuse; Addiction; and HIV Research Scholars (Yale-DAHRS),NIDA,8510031,1K12DA033312-01A1,1,K12,DA,33312,1,A1,,6098032,"D'ONOFRIO, GAIL  ","O'CONNOR, PATRICK ",YALE UNIVERSITY, ,2013,508074,
Neurochemical and Functional Correlates of Memory in Emerging Adult Marijuana Users,NIDA,8891869,1K01DA038207-01A1,1,K01,DA,38207,1,A1,,9824425,"DAGER, ALECIA DENISE",Not Applicable,YALE UNIVERSITY, ,2015,164735,
Detection and quantification of mild TBI using biomarkers derived from MRI phase,NIBIB,8820575,1K25EB018355-01A1,1,K25,EB,18355,1,A1,,1974928,"DAGHER, JOSEPH C",Not Applicable,UNIVERSITY OF ARIZONA, ,2014,166581,
Striving Towards Empowerment and Medication Adherence (STEP-AD),NIMH,8992521,1K23MH108439-01,1,K23,MH,108439,1,,,9657048,"DALE, SANNISHA K.",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2015,185118,
Deciphering the function of naturally occurring peptides in human milk,NICHD,8678181,1K99HD079561-01,1,K99,HD,79561,1,,,9840603,"DALLAS, DAVID CHARLES",Not Applicable,UNIVERSITY OF CALIFORNIA AT DAVIS, ,2014,78689,
