NIHID	NAME	Organization	Project.Title	FY	Activity	Award Category	Source	Other.PI.or.Project.Leader.s.	Project.Number	ARRA.Indicator	FY.Total.Cost	FY.Total.Cost...Sub.Projects.	Stats	Administering..IC	Application.ID	Type	IC	Serial.Number	Support.Year	Suffix	Subproject.Number
8182241	"SCHOENTHALER, ANTOINETTE M "	New York University School Of Medicine	Bridging the evidence-to-practice gap: Evaluating practice facilitation as a strategy to accelerate translation of a systems-level adherence intervention into safety net practices	2019	R01	R01Equiv	NIH	"OGEDEGBE, OLUGBENGA G.;ROSAL, MILAGROS C"	1R01MD013769-01	NA	738623	NA	Include	NIMHD	9688793	1	MD	13769	1		NA
9172467	"SCHOPPIK, DAVID "	New York University School Of Medicine	Functional development of interneurons that mediate the vestibulo-ocular reflex	2019	R01	R01Equiv	NIH	Not Applicable	1R01DC017489-01	NA	621318	NA	Include	NIDCD	9641835	1	DC	17489	1		NA
1907666	"SCHULTZ, ROBERT THOMAS"	Children's Hosp Of Philadelphia	Predicting Autism and Social Functioning from Computer Vision Analyses of Motor Synchrony During Dyadic Interactions	2019	R01	R01Equiv	NIH	Not Applicable	1R01MH118327-01	NA	835525	NA	Include	NIMH	9642534	1	MH	118327	1		NA
1954161	"SCHULTZ-CHERRY, STACEY L "	St. Jude Children's Research Hospital	Effects of obesity on the dynamics of Influenza transmission	2019	R01	R01Equiv	NIH	"GHEDIN, ELODIE "	1R01AI140766-01A1	NA	769323	NA	Include	NIAID	9817521	1	AI	140766	1	A1	NA
8623765	"SCHWARTZ, LISA A"	Children's Hosp Of Philadelphia	Self-Management of Adolescent and Young Adult Survivors of Childhood Cancer	2019	R01	R01Equiv	NIH	Not Applicable	1R01NR017429-01A1	NA	667657	NA	Include	NINR	9662298	1	NR	17429	1	A1	NA
11121272	"SCHWARTZ, ROBERT E"	Weill Medical Coll Of Cornell Univ	Modeling Hepatoblastoma using pluripotent stem cell derived hepatocyte-like cells	2019	R01	R01Equiv	NIH	Not Applicable	1R01CA234614-01A1	NA	379268	NA	Include	NCI	9818992	1	CA	234614	1	A1	NA
6598712	"SCHWARTZ, SETH J. "	University Of Miami School Of Medicine	Post Maria Puerto Rican Families Relocated to Florida:  A Multisite Study of Alcohol Misuse and Mental Health Problems	2019	R01	R01Equiv	NIH	"SALAS-WRIGHT, CHRISTOPHER PATRICK"	1R01MD014694-01A1	NA	670926	NA	Include	NIMHD	9839031	1	MD	14694	1	A1	NA
1887169	"SCHWARZSCHILD, MICHAEL A"	Massachusetts General Hospital	Urate-LRRK2 interactions in Parkinson's disease	2019	R01	R01Equiv	NIH	Not Applicable	1R01NS110879-01	NA	425791	NA	Include	NINDS	9716105	1	NS	110879	1		NA
1964744	"SCHWER, BEATE "	Weill Medical Coll Of Cornell Univ	Inositol pyrophosphate dynamics affect RNA 3'-processing/transcription termination	2019	R01	R01Equiv	NIH	Not Applicable	1R01GM134021-01	NA	339000	NA	Include	NIGMS	9802946	1	GM	134021	1		NA
11755421	"SCOTT, CHRISTOPHER THOMAS "	Baylor College Of Medicine	Preparing for Genomic Editing Technologies: An Anticipatory Approach	2019	R01	R01Equiv	NIH	"SELIN, CYNTHIA "	1R01HG010332-01A1	NA	541365	NA	Include	NHGRI	9817394	1	HG	10332	1	A1	NA
2262255	"SCULLY, RALPH "	Beth Israel Deaconess Medical Center	Regulation of stalled fork repair in mammalian cells	2019	R01	R01Equiv	NIH	Not Applicable	1R01GM134425-01	NA	350000	NA	Include	NIGMS	9802154	1	GM	134425	1		NA
8527705	"SENGUPTA, SHILADITYA  "	Brigham And Women's Hospital	Whitlockite nanoparticle-based immunotherapy for bone metastasis	2019	R01	R01Equiv	NIH	"JANG, HAE LIN "	1R01CA236702-01	NA	573510	NA	Include	NCI	9702482	1	CA	236702	1		NA
10799026	"SEPULCRE, JORGE "	Massachusetts General Hospital	Genetic Profiles of the Spatiotemporal Causality of Tau and Amyloid in the Elderly Brain	2019	R01	R01Equiv	NIH	Not Applicable	1R01AG061445-01A1	NA	416600	NA	Include	NIA	9816243	1	AG	61445	1	A1	NA
7346563	"SESTI, FEDERICO "	Rbhs-Robert Wood Johnson Medical School	Oxidation of K+ channels mediates an amyloidogenic pathway common to Alzheimer's disease and TBI	2019	R01	R01Equiv	NIH	Not Applicable	1R01AG060919-01	NA	397500	NA	Include	NIA	9632101	1	AG	60919	1		NA
1893815	"SHADLEN, MICHAEL NEIL"	Columbia University Health Sciences	Computational and circuit mechanisms of decision making	2019	R01	R01Equiv	NIH	Not Applicable	1R01NS113113-01	NA	427620	NA	Include	NINDS	9820088	1	NS	113113	1		NA
11459138	"SHAFI, MOUHSIN "	Beth Israel Deaconess Medical Center	Treating hyperexcitability in Alzheimer?s disease with levetiracetam to improve brain function and cognition	2019	R01	R01Equiv	NIH	Not Applicable	1R01AG060987-01	NA	571143	NA	Include	NIA	9638375	1	AG	60987	1		NA
11198751	"SHAFIEE, HADI "	Brigham And Women's Hospital	Microchip for HBV testing using HIV-infected blood samples	2019	R01	R01Equiv	NIH	Not Applicable	1R01AI138800-01A1	NA	571090	NA	Include	NIAID	9695680	1	AI	138800	1	A1	NA
10728923	"SHAH, BINITA "	New York University School Of Medicine	Studies on the effects of colchicine on neutrophil biology in acute myocardial infarction	2019	R01	R01Equiv	NIH	Not Applicable	1R01HL146206-01	NA	385223	NA	Include	NHLBI	9692176	1	HL	146206	1		NA
8586528	"SHAH, KHALID A"	Brigham And Women's Hospital	Engineered and Encapsulated Stem Cells for Resected Brain Tumors	2019	R01	R01Equiv	NIH	Not Applicable	1R01NS107857-01A1	NA	386033	NA	Include	NINDS	9738381	1	NS	107857	1	A1	NA
2248909	"SHAH, VALLABH O "	University Of New Mexico Health Scis Ctr	American Indian Chronic Renal Insufficiency Cohort Study (AI-CRIC)	2019	R01	R01Equiv	NIH	"UNRUH, MARK LYNN"	1R01DK119199-01A1	NA	696224	NA	Include	NIDDK	9814869	1	DK	119199	1	A1	NA
7593143	"SHAPIRO, NATHAN I "	Beth Israel Deaconess Medical Center	The Impact of Fluid Resuscitation on Glycocalyx Degradation in Septic Shock	2019	R01	R01Equiv	NIH	"SCHMIDT, ERIC PETER"	1R01HL149422-01	NA	490378	NA	Include	NHLBI	9840625	1	HL	149422	1		NA
1862861	"SHAUL, PHILIP W"	Ut Southwestern Medical Center	Endothelial Estrogen Receptor Alpha and Cardiometabolic Disease	2019	R01	R01Equiv	NIH	Not Applicable	1R01HL144572-01A1	NA	601693	NA	Include	NHLBI	9816320	1	HL	144572	1	A1	NA
1929078	"SHAW, LESLIE M"	Univ Of Massachusetts Med Sch Worcester	IRS function in breast cancer progression	2019	R01	R01Equiv	NIH	Not Applicable	1R01CA227993-01A1	NA	383156	NA	Include	NCI	9737213	1	CA	227993	1	A1	NA
10156042	"SHEFFIELD, PERRY ELIZABETH "	Icahn School Of Medicine At Mount Sinai	Pediatric Health and Extreme Weather - Health Effects of Ambient Temperature (PHEW-HEAT)	2019	R01	R01Equiv	NIH	"CLOUGHERTY, JANE ELLEN"	1R01ES030717-01	NA	537023	NA	Include	NIEHS	9801526	1	ES	30717	1		NA
7077613	"SHEFFLER, DOUGLAS J"	Sanford Burnham Prebys Medical Discovery Institute	Lead optimization of novel CRFBP-CRFR2 complex modulators for alcohol use disorder	2019	R01	R01Equiv	NIH	Not Applicable	1R01AA026589-01A1	NA	865843	NA	Include	NIAAA	9740971	1	AA	26589	1	A1	NA
6065342	"SHEINKOPF, STEPHEN J"	Women And Infants Hospital-Rhode Island	Neonatal Cry Acoustics and Neurobehavioral Characteristics as Early Markers of Risk for Autism Spectrum Disorder	2019	R01	R01Equiv	NIH	Not Applicable	1R01MH121345-01	NA	753899	NA	Include	NIMH	9860881	1	MH	121345	1		NA
1919771	"SHEN, JIE "	Brigham And Women's Hospital	Development of novel therapies for FAD	2019	RF1	R01Equiv	NIH	Not Applicable	1RF1AG063520-01A1	NA	3927945	NA	Include	NIA	9839738	1	AG	63520	1	A1	NA
8636223	"SHEN, LANLAN "	Baylor College Of Medicine	Defining the Function of Age-Related Epimutation in Intestinal Tumorigenesis	2019	R01	R01Equiv	NIH	Not Applicable	1R01CA233472-01A1	NA	358011	NA	Include	NCI	9817517	1	CA	233472	1	A1	NA
1864634	"SHEN, MICHAEL M."	Columbia University Health Sciences	Analysis of epithelial heterogeneity in prostate development and cancer	2019	R01	R01Equiv	NIH	Not Applicable	1R01CA238005-01	NA	416035	NA	Include	NCI	9714934	1	CA	238005	1		NA
6796227	"SHI, WEI  "	Children's Hospital Of Los Angeles	Pathogenic Mechanisms of Pulmonary Lymphangioleiomyomatosis	2019	R01	R01Equiv	NIH	"HENSKE, ELIZABETH P"	1R01HL146541-01	NA	664875	NA	Include	NHLBI	9711680	1	HL	146541	1		NA
3078010	"SHIH, YA-CHEN TINA"	University Of Tx Md Anderson Can Ctr	Targeted Oral Anticancer Agents: Patterns of Indicated and Off-Label Use; the Associated Factors; and Economic Implications	2019	R01	R01Equiv	NIH	Not Applicable	1R01CA225647-01A1	NA	407421	NA	Include	NCI	9658879	1	CA	225647	1	A1	NA
10999676	"SHIN, SOONA "	Cincinnati Childrens Hosp Med Ctr	Pathogenic Role of Foxl1+ Hepatic Progenitor Cells in Fibrotic Liver Disease	2019	R37	R01Equiv	NIH	Not Applicable	1R37CA225807-01A1	NA	363713	NA	Include	NCI	9657337	1	CA	225807	1	A1	NA
1893620	"SHIVDASANI, RAMESH A"	Dana-Farber Cancer Inst	Cellular and molecular characterization of the digestive tract sub-epithelium	2019	R01	R01Equiv	NIH	Not Applicable	1R01DK121540-01	NA	373122	NA	Include	NIDDK	9764595	1	DK	121540	1		NA
9797608	"SHNEIDER, NEIL ALAN"	Columbia University Health Sciences	Mechanisms of FUS Toxicity in Animal and Cellular Models of ALS/FTD.	2019	R01	R01Equiv	NIH	Not Applicable	1R01NS106236-01A1	NA	648000	NA	Include	NINDS	9739825	1	NS	106236	1	A1	NA
8511072	"SHOPSIN, BO  "	New York University School Of Medicine	Host-pathogen interactions during hospital adaptation of MRSA	2019	R01	R01Equiv	NIH	"TORRES, VICTOR J;YANAI, ITAI "	1R01AI137336-01A1	NA	845624	NA	Include	NIAID	9686972	1	AI	137336	1	A1	NA
1894075	"SHU, XIAO-OU  "	Vanderbilt University Medical Center	Use of Circulating MicroRNAs for Early Detection and Risk Assessment for Pancreatic Cancer	2019	R01	R01Equiv	NIH	"SETIAWAN, VERONICA WENDY"	1R01CA227133-01A1	NA	630913	NA	Include	NCI	9663492	1	CA	227133	1	A1	NA
10508295	"SIA, GEK MING "	University Of Texas Hlth Science Center	Sushi domain proteins as synapse protective factors in brain development and aging	2019	R01	R01Equiv	NIH	Not Applicable	1R01NS112389-01	NA	330068	NA	Include	NINDS	9799164	1	NS	112389	1		NA
10917195	"SIEDNER, MARK J"	Massachusetts General Hospital	Quality of Life and Aging with HIV in Rural Uganda	2019	R01	R01Equiv	NIH	Not Applicable	1R01AG059504-01A1	NA	792877	NA	Include	NIA	9695376	1	AG	59504	1	A1	NA
10631677	"SIENGSUKON, CATHERINE "	University Of Kansas Medical Center	Primary Prevention of Alzheimer's disease: Examining the effects of cognitive behavioral therapy on cognitive function and amyloid-beta in older adults with symptoms of insomnia	2019	R01	R01Equiv	NIH	Not Applicable	1R01AG058530-01A1	NA	763979	NA	Include	NIA	9662520	1	AG	58530	1	A1	NA
1893302	"SIKKEMA, KATHLEEN J"	Columbia University Health Sciences	A randomized trial of ImpACT+; a coping intervention to improve clinical and mental health outcomes among HIV-infected women with sexual trauma in South Africa	2019	R01	R01Equiv	NIH	Not Applicable	1R01MH118004-01A1	NA	587237	NA	Include	NIMH	9772819	1	MH	118004	1	A1	NA
1866050	"SILBER, JEFFREY H"	Children's Hosp Of Philadelphia	Assessing Hospital Quality of Care for Patients with Multimorbidity	2019	R01	R01Equiv	NIH	Not Applicable	1R01AG060928-01A1	NA	566937	NA	Include	NIA	9816049	1	AG	60928	1	A1	NA
10308717	"SILBERMAN, YUVAL "	Pennsylvania State Univ Hershey Med Ctr	Cross sensitization of diet and alcohol on binge behaviors and metabolic dysfunction	2019	R01	R01Equiv	NIH	Not Applicable	1R01AA026865-01A1	NA	331110	NA	Include	NIAAA	9817799	1	AA	26865	1	A1	NA
1893827	"SILVERSTEIN, ROY L "	Medical College Of Wisconsin	ERK5 and CD36 link oxidative stress to platelet dysfunction and ischemic injury	2019	R01	R01Equiv	NIH	"MORRELL, CRAIG N"	1R01HL142152-01A1	NA	645045	NA	Include	NHLBI	9685635	1	HL	142152	1	A1	NA
10371267	"SINGH, NIKHLESH KUMAR"	University Of Tennessee Health Sci Ctr	Cellular Mechanisms of Pathological Retinal Neovascularization	2019	R01	R01Equiv	NIH	Not Applicable	1R01EY029709-01A1	NA	380000	NA	Include	NEI	9760410	1	EY	29709	1	A1	NA
8759127	"SINNER, DEBORA "	Cincinnati Childrens Hosp Med Ctr	Molecular mechanisms underlying trachea formation and the pathology of tracheomalacia and complete tracheal rings	2019	R01	R01Equiv	NIH	Not Applicable	1R01HL144774-01A1	NA	419805	NA	Include	NHLBI	9761157	1	HL	144774	1	A1	NA
9733074	"SIRIANNI, RACHAEL W"	University Of Texas Hlth Sci Ctr Houston	Intrathecal delivery of radiation sensitizing nanoparticles in pediatric neuro-oncology	2019	R01	R01Equiv	NIH	Not Applicable	1R01HD099543-01	NA	738503	NA	Include	NICHD	9811126	1	HD	99543	1		NA
10345899	"SKALSKY, REBECCA L"	Oregon Health & Science University	microRNA Regulation of Gamma-herpesvirus Latency and Reactivation	2019	R01	R01Equiv	NIH	Not Applicable	1R01AI143620-01	NA	415093	NA	Include	NIAID	9708947	1	AI	143620	1		NA
1883527	"SKOLNIK, EDWARD Y"	New York University School Of Medicine	Histidine Phosphorylation in Mammals: Regulation; Protein Targets; and Biology	2019	R01	R01Equiv	NIH	Not Applicable	1R01GM134084-01	NA	398325	NA	Include	NIGMS	9801356	1	GM	134084	1		NA
10702596	"SLAUGHTER, JONATHAN LEE "	Research Inst Nationwide Children's Hosp	Early Prediction of Spontaneous Patent Ductus Arteriosus (PDA) Closure and PDA-Associated Outcomes	2019	R01	R01Equiv	NIH	"BACKES, CARL "	1R01HL145032-01	NA	669320	NA	Include	NHLBI	9641748	1	HL	145032	1		NA
1946191	"SMITH, JOSEPH DOUGLAS "	Seattle Children's Hospital	Molecular Mechanisms in Pediatric Cerebral Malaria Pathogenesis and Immunity	2019	R01	R01Equiv	NIH	"SEYDEL, KARL BOYNTON"	1R01AI141602-01A1	NA	782377	NA	Include	NIAID	9817075	1	AI	141602	1	A1	NA
3120954	"SMITH, LAYTON HARRIS "	Sanford Burnham Prebys Medical Discovery Institute	Targeting neuroinflammation in AD with novel CX3CR1 agonists	2019	R01	R01Equiv	NIH	"NASH, KEVIN RON"	1R01AG062557-01	NA	805283	NA	Include	NIA	9713074	1	AG	62557	1		NA
10461025	"SMITH, PHILLIP PAUL"	University Of Connecticut Sch Of Med/Dnt	Detrusor Underactivity as an HCN-mediated Failure of Resilience in Aging	2019	R01	R01Equiv	NIH	Not Applicable	1R01AG058814-01A1	NA	733384	NA	Include	NIA	9737078	1	AG	58814	1	A1	NA
2106760	"SNOECK, HANS-WILLEM E"	Columbia University Health Sciences	Lung epithelial cell specification in human pluripotent stem cells	2019	R01	R01Equiv	NIH	Not Applicable	1R01HL142727-01A1	NA	567936	NA	Include	NHLBI	9738664	1	HL	142727	1	A1	NA
1896310	"SOARES, MICHAEL J"	University Of Kansas Medical Center	Anti-Coagulation Factors and Placentation	2019	R01	R01Equiv	NIH	Not Applicable	1R01HD099638-01	NA	520074	NA	Include	NICHD	9801986	1	HD	99638	1		NA
1864095	"SODROSKI, JOSEPH G"	Dana-Farber Cancer Inst	Enrichment of the State-1 Conformation of the HIV-1 Envelope Glycoprotein	2019	R01	R01Equiv	NIH	Not Applicable	1R01AI145547-01	NA	681068	NA	Include	NIAID	9779390	1	AI	145547	1		NA
8882312	"SOFOCLEOUS, CONSTANTINOS THASOS"	Sloan-Kettering Inst Can Research	Optimizing Thermal Ablation for Colon Cancer Liver Metastases: Rapid Tissue Analysis Allowing for Immediate Retreatment; Metabolic Imaging Biomarker Validation; and Predictive Genetic Signatures	2019	R01	R01Equiv	NIH	Not Applicable	1R01CA240569-01	NA	293870	NA	Include	NCI	9805609	1	CA	240569	1		NA
6266361	"SOLIT, DAVID B "	Sloan-Kettering Inst Can Research	Defining mechanisms of resistance to hormonal therapy in breast cancer	2019	R01	R01Equiv	NIH	"CHANDARLAPATY, SARAT "	1R01CA234361-01	NA	410835	NA	Include	NCI	9640990	1	CA	234361	1		NA
8128241	"SOLT, KEN "	Massachusetts General Hospital	The Anesthetic Circuitry of the Midbrain	2019	R01	R01Equiv	NIH	Not Applicable	1R01GM126155-01A1	NA	368137	NA	Include	NIGMS	9659865	1	GM	126155	1	A1	NA
10068773	"SONNENBERG, GREGORY F."	Weill Medical Coll Of Cornell Univ	Defining a novel mechanism of mucosal healing	2019	R01	R01Equiv	NIH	Not Applicable	1R01AI143842-01	NA	508363	NA	Include	NIAID	9711801	1	AI	143842	1		NA
6272783	"SORGEN, PAUL L "	University Of Nebraska Medical Center	Mechanisms by which phosphorylation and protein partners regulate Cx45	2019	R01	R01Equiv	NIH	"HARRIS, ANDREW L"	1R01GM131092-01	NA	424639	NA	Include	NIGMS	9644687	1	GM	131092	1		NA
8366486	"SOTO, CLAUDIO "	University Of Texas Hlth Sci Ctr Houston	Comprehensive diagnosis of Alzheimer's disease by detection of misfolded oligomers in biological fluids	2019	R01	R01Equiv	NIH	Not Applicable	1R01AG055053-01A1	NA	585015	NA	Include	NIA	9766691	1	AG	55053	1	A1	NA
1923857	"SOUTHARD-SMITH, E MICHELLE "	Vanderbilt University Medical Center	Serotonin signaling in control of the Lower Urinary Tract	2019	R01	R01Equiv	NIH	Not Applicable	1R01DK120025-01	NA	382499	NA	Include	NIDDK	9669522	1	DK	120025	1		NA
8184497	"SPAGNOLI, ANNA "	University Of Nebraska Medical Center	Fate and Regulation of Fracture-induced Prx1 Cells	2019	R01	R01Equiv	NIH	Not Applicable	1R01AR074049-01A1	NA	343655	NA	Include	NIAMS	9824336	1	AR	74049	1	A1	NA
6098039	"SPERLING, REISA A. "	Brigham And Women's Hospital	Anti-Amyloid Treatment in Asymptomatic Alzheimer's Disease (A4) Open-Label Extension Study	2019	R01	R01Equiv	NIH	"AISEN, PAUL S."	1R01AG063689-01	NA	7047943	NA	Include	NIA	9780707	1	AG	63689	1		NA
1877249	"SPIEGELMAN, BRUCE M."	Dana-Farber Cancer Inst	Control of PGC1alpha Translation and Function	2019	R01	R01Equiv	NIH	Not Applicable	1R01DK119117-01	NA	500197	NA	Include	NIDDK	9628421	1	DK	119117	1		NA
1876575	"SPRINGER, TIMOTHY A"	Boston Children's Hospital	Structural basis of von Willebrand factor biology and physics	2019	R01	R01Equiv	NIH	Not Applicable	1R01HL148755-01	NA	673660	NA	Include	NHLBI	9802248	1	HL	148755	1		NA
8611018	"SREEKUMAR, ARUN  "	Baylor College Of Medicine	Metabolic Rewiring Promotes AA PCa by Regulating Stromal-Epithelial Interaction	2019	R01	R01Equiv	NIH	"PALAPATTU, GANESH S"	1R01CA227559-01A1	NA	408656	NA	Include	NCI	9727695	1	CA	227559	1	A1	NA
10467395	"ST-PIERRE, FRANCOIS "	Baylor College Of Medicine	Engineering designer probes for imaging membrane potential: novel parts; architectures; and platforms	2019	R01	R01Equiv	NIH	Not Applicable	1R01EB027145-01A1	NA	543734	NA	Include	NIBIB	9762339	1	EB	27145	1	A1	NA
6986765	"STAFFORD, JOHN MICHEAL"	Vanderbilt University Medical Center	CETP and Sex-Differences in Metabolic and Cardiovascular Disease	2019	R01	R01Equiv	NIH	Not Applicable	1R01HL144846-01A1	NA	520958	NA	Include	NHLBI	9818856	1	HL	144846	1	A1	NA
10924928	"STAHL, ELI A"	Icahn School Of Medicine At Mount Sinai	3/4: Leveraging EHR-linked biobanks for deep phenotyping; polygenic risk score modeling; and outcomes analysis in psychiatric disorders	2019	R01	R01Equiv	NIH	Not Applicable	1R01MH121923-01	NA	429337	NA	Include	NIMH	9876829	1	MH	121923	1		NA
10805275	"STEFAN, MIHAELA S"	Baystate Medical Center	Implementation of interprofessional training to improve uptake of noninvasive ventilation in patients hospitalized with severe COPD exacerbation	2019	R01	R01Equiv	NIH	Not Applicable	1R01HL146615-01	NA	627622	NA	Include	NHLBI	9714500	1	HL	146615	1		NA
7844834	"STEHLIK, CHRISTIAN  "	Cedars-Sinai Medical Center	A novel essential inflammasome component propagating inflammatory responses	2019	R01	R01Equiv	NIH	"DORFLEUTNER, ANDREA "	1R01AI134030-01A1	NA	605695	NA	Include	NIAID	9687162	1	AI	134030	1	A1	NA
6355694	"STEIN, MARK A"	Seattle Children's Hospital	1/2 Treating Mothers with ADHD and their Young Children Via Telehealth: A Hybrid Type I Effectiveness-Implementation Trial	2019	R01	R01Equiv	NIH	Not Applicable	1R01MH118313-01A1	NA	737836	NA	Include	NIMH	9806777	1	MH	118313	1	A1	NA
1873783	"STEIN, MICHAEL D "	Boston University Medical Campus	Treating Chronic Pain in Buprenorphine Patients in Primary Care Settings	2019	R01	R01Equiv	NIH	"WEISBERG, RISA B"	1R01DA045695-01A1	NA	780578	NA	Include	NIDA	9661530	1	DA	45695	1	A1	NA
9899394	"STEINAUER, MICHELLE L."	Western University Of Health Sciences	Identifying schistosomiasis resistance genes of snail vectors in hotspot transmission zones: Translating from laboratory models to the field.	2019	R01	R01Equiv	NIH	Not Applicable	1R01AI141862-01	NA	366363	NA	Include	NIAID	9643851	1	AI	141862	1		NA
7356326	"STEINER, HEINZ  "	Rosalind Franklin Univ Of Medicine & Sci	Serotonin receptors that potentiate addiction-related behavioral and molecular effects induced by methylphenidate plus SSRI exposure	2019	R01	R01Equiv	NIH	"BOLANOS, CARLOS A."	1R01DA046794-01A1	NA	351108	NA	Include	NIDA	9752195	1	DA	46794	1	A1	NA
10371298	"STEINHAUSER, MATTHEW "	Brigham And Women's Hospital	Functional evaluation of a new GWAS locus that links visceral adiposity and type 2 diabetes	2019	R01	R01Equiv	NIH	Not Applicable	1R01DK120659-01	NA	436124	NA	Include	NIDDK	9713882	1	DK	120659	1		NA
2095144	"STERLING, TIMOTHY R "	Vanderbilt University Medical Center	Immunogenetic predictors of active and incipient TB in HIV-negative and -positive close TB contacts	2019	R01	R01Equiv	NIH	"ANDRADE, BRUNO DE BEZERRIL;HAWN, THOMAS R"	1R01AI147765-01	NA	726648	NA	Include	NIAID	9848749	1	AI	147765	1		NA
3094093	"STOTTMANN, ROLF W"	Cincinnati Childrens Hosp Med Ctr	Forward genetic analysis of congenital craniofacial malformations	2019	R01	R01Equiv	NIH	Not Applicable	1R01DE027091-01A1	NA	724067	NA	Include	NIDCR	9740334	1	DE	27091	1	A1	NA
