"","Project.Title","Administering..IC","Application.ID","Project.Number","Type","Activity","IC","Serial.Number","Support.Year","Suffix","Subproject.Number","Contact.PI..Person.ID","Contact.PI...Project.Leader","Other.PI.or.Project.Leader.s.","Organization.Name","ARRA.Indicator","FY","FY.Total.Cost","FY.Total.Cost...Sub.Projects.","Stats"
"351","Inhibition of Stromal-Derived DKK3 to Enhance the Response of Pancreatic Cancer to Immunotherapy","NCI",9372016,"1R21CA218495-01",1,"R21","CA",218495,1,"",NA,2053465,"HWANG, ROSA F.","Not Applicable","University Of Tx Md Anderson Can Ctr",NA,2017,208800,NA,"Include"
"352","Building the Geriatric Emergency care Applied Research (GEAR) network","NIA",9510463,"1R21AG058926-01",1,"R21","AG",58926,1,"",NA,8706430,"HWANG, ULA Y","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2018,181504,NA,"Include"
"353","Modified neural stem cells for glycosylation-independent treatment of MPS IIIB","NINDS",9089175,"1R21NS096044-01",1,"R21","NS",96044,1,"",NA,11599570,"IACOVINO, MICHELINA ","Not Applicable","La Biomed Res Inst/ Harbor Ucla Med Ctr",NA,2016,260587,NA,"Include"
"354","Targeting PHLPP1 to Inhibit Progression of Intervertebral Disc Degeneration","NIAMS",9529811,"1R21AR072222-01A1",1,"R21","AR",72222,1,"A1",NA,10755298,"ILLIEN-JUNGER, SVENJA ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2018,234181,NA,"Include"
"355","Nano-plasmonic technology for high-throughput single exosome analyses","NCI",9795485,"1R21CA217662-01A1",1,"R21","CA",217662,1,"A1",NA,11937532,"IM, HYUNGSOON ","Not Applicable","Massachusetts General Hospital",NA,2019,219240,NA,"Include"
"356","Spatio-temporal Patterns of Early Cortical Folding in the Human Fetal Brain","NICHD",9035775,"1R21HD083956-01A1",1,"R21","HD",83956,1,"A1",NA,10914414,"IM, KIHO ","Not Applicable","Boston Children's Hospital",NA,2016,265500,NA,"Include"
"357","Subject-Specific Mechanisms of Knee Laxity","NIAMS",9667859,"1R21AR073388-01A1",1,"R21","AR",73388,1,"A1",NA,8739057,"IMHAUSER, CARL ","Not Applicable","Hospital For Special Surgery",NA,2019,193600,NA,"Include"
"358","Novel paradigm to improve inflammatory burden in ESRD","NIDDK",9244137,"1R21DK108076-01A1",1,"R21","DK",108076,1,"A1",NA,8904518,"IOANNIDOU, EFTHIMIA ","Not Applicable","University Of Connecticut Sch Of Med/Dnt",NA,2017,239250,NA,"Include"
"359","Endocrine Disruptors; Ahr Signaling; and Placentation","NIEHS",9600893,"1R21ES028957-01A1",1,"R21","ES",28957,1,"A1",NA,12673072,"IQBAL, KHURSHEED ","Not Applicable","University Of Kansas Medical Center",NA,2018,191250,NA,"Include"
"360","Prevention of Depression in Head and Neck Cancer","NCI",9100331,"1R21CA197023-01A1",1,"R21","CA",197023,1,"A1",NA,1869208,"IRWIN, SCOTT A","Not Applicable","Cedars-Sinai Medical Center",NA,2016,190313,NA,"Include"
"361","Association between altered gut microbiota and the pathogenesis of Multiple Sclerosis","NIAID",9387715,"1R21AI130585-01A1",1,"R21","AI",130585,1,"A1",NA,8129484,"ITO, KOUICHI  ","DHIB-JALBUT, SUHAYL S.","Rbhs-Robert Wood Johnson Medical School",NA,2017,229650,NA,"Include"
"362","Cognitive analysis of use of Mhealth tools by community health workers for early identification of depression and suicide risk in Pacific Island Countries","NIMH",9405117,"1R21MH114621-01",1,"R21","MH",114621,1,"",NA,8038271,"IYENGAR, MADURAI SRIRAM","Not Applicable","Texas A&M University Health Science Ctr",NA,2017,196140,NA,"Include"
"363","National Dissemination of the Gabby Women's mHealth Program in Lesotho","FIC",9774650,"1R21TW011361-01",1,"R21","TW",11361,1,"",NA,7645575,"JACK, BRIAN WILLIAM","Not Applicable","Boston University Medical Campus",NA,2019,215071,NA,"Include"
"364","Dynamic Treatment Regimens of Physical Activity for Persons with Osteoarthritis","NIAMS",9824281,"1R21AR074578-01A1",1,"R21","AR",74578,1,"A1",NA,12080019,"JAFARZADEH, S. REZA ","Not Applicable","Boston University Medical Campus",NA,2019,194301,NA,"Include"
"365","Role of innate immune recognition in adaptive T cell development in early life","NIAID",9733466,"1R21AI139735-01A1",1,"R21","AI",139735,1,"A1",NA,10359504,"JAIN, NITYA ","Not Applicable","Massachusetts General Hospital",NA,2019,234320,NA,"Include"
"366","Stereochemical and dual peptide siRNA-carrier complexes for oral cancer therapy","NIDCR",9375341,"1R21DE027231-01",1,"R21","DE",27231,1,"",NA,8668358,"JAKYMIW, ANDREW GEORGE","Not Applicable","Medical University Of South Carolina",NA,2017,224250,NA,"Include"
"367","Modeling sex-differences in trauma-related neural organization conferring resilience against addiction","NIDA",9317079,"1R21DA042396-01A1",1,"R21","DA",42396,1,"A1",NA,8630161,"JAMES, GEORGE ANDREW","Not Applicable","Univ Of Arkansas For Med Scis",NA,2017,223500,NA,"Include"
"368","Rx Regulatory Network During Retinal Development.","NEI",9222319,"1R21EY027427-01",1,"R21","EY",27427,1,"",NA,2108139,"JAMRICH, MILAN ALEXANDER","Not Applicable","Baylor College Of Medicine",NA,2017,277375,NA,"Include"
"369","Exploring Quality Measures for the Care of Transgender Persons","NIMHD",9436471,"1R21MD012371-01",1,"R21","MD",12371,1,"",NA,14881279,"JASUJA, GUNEET K. ","ROSE, ADAM J.","Boston University Medical Campus",NA,2017,278540,NA,"Include"
"370","Discovery and characterization of candidate therapeutics for drug-induced pulmonary disease","NHLBI",9229123,"1R21HL135368-01",1,"R21","HL",135368,1,"",NA,8365336,"JEGGA, ANIL ","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2017,117000,NA,"Include"
"371","Identification of essential kinases in Leishmania","NIAID",9727431,"1R21AI144874-01",1,"R21","AI",144874,1,"",NA,1925325,"JENSEN, BRYAN C","Not Applicable","Seattle Children's Hospital",NA,2019,232500,NA,"Include"
"372","Predicting the diagnosis of pancreatic cancer by leveraging big data","NCI",9530203,"1R21CA220073-01A1",1,"R21","CA",220073,1,"A1",NA,10606851,"JEON, CHRISTIE YOUNGHAE","Not Applicable","Cedars-Sinai Medical Center",NA,2018,203197,NA,"Include"
"373","Scaffolding Opiate Analgesia","NIDA",9164537,"1R21DA042220-01",1,"R21","DA",42220,1,"",NA,7015084,"JESKE, NATHANIEL AARON","Not Applicable","University Of Texas Hlth Science Center",NA,2016,228750,NA,"Include"
"374","Trends in Racial Disparities in Surgical Readmissions and Strategies to Narrow the Gap","NIMHD",9381503,"1R21MD011701-01",1,"R21","MD",11701,1,"",NA,7609019,"JHA, ASHISH K","Not Applicable","Harvard School Of Public Health",NA,2017,267953,NA,"Include"
"375","Human monoclonal antibodies against norovirus.","NIAID",9018576,"1R21AI122132-01",1,"R21","AI",122132,1,"",NA,1969809,"JIANG, XI ","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2016,234000,NA,"Include"
"376","Effects of Aging on Blood Vessels in the Cerebellar Vermis","NIA",9745783,"1R21AG060306-01A1",1,"R21","AG",60306,1,"A1",NA,7738708,"JIN, KUNLIN ","Not Applicable","University Of North Texas Hlth Sci Ctr",NA,2019,231447,NA,"Include"
"377","Prevention and treatment of ALD by inducing hepatic mitochondrial uncoupling","NIAAA",9605883,"1R21AA027050-01",1,"R21","AA",27050,1,"",NA,7877395,"JIN, SHENGKAN VICTOR  ","DING, WEN-XING ","Rbhs-Robert Wood Johnson Medical School",NA,2018,240557,NA,"Include"
"378","Prediction of Fetal Maturity and Neonatal Morbidity Using Novel Biomarkers from Cell-Free Amniotic Fluid Transcriptome","NICHD",9745211,"1R21HD096256-01A1",1,"R21","HD",96256,1,"A1",NA,2452630,"JOBE, ALAN H","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2019,235423,NA,"Include"
"379","Zika virus transport in neuronal axons","NEI",9510533,"1R21EY029082-01",1,"R21","EY",29082,1,"",NA,1881242,"JOHNSON, DAVID C.","Not Applicable","Oregon Health & Science University",NA,2018,231000,NA,"Include"
"380","Human middle ear cell lines as tools for the Otitis Media research community","NIDCD",9316199,"1R21DC015634-01A1",1,"R21","DC",15634,1,"A1",NA,8877874,"JOHNSTON, NIKKI  ","KERSCHNER, JOSEPH E","Medical College Of Wisconsin",NA,2017,231000,NA,"Include"
"381","Psychophysiology of Childhood Stuttering: Cognitive-Emotional Mechanisms","NIDCD",9591612,"1R21DC016723-01A1",1,"R21","DC",16723,1,"A1",NA,11854616,"JONES, ROBIN MICHAEL","Not Applicable","Vanderbilt University Medical Center",NA,2018,158000,NA,"Include"
"382","Building Partnerships with First Responders to Explore Strategies to Improve Delivery and Access of Mental Health Services- Resubmission","NIMH",9666012,"1R21MH116128-01A1",1,"R21","MH",116128,1,"A1",NA,11759136,"JONES, SARA ","Not Applicable","Univ Of Arkansas For Med Scis",NA,2019,225875,NA,"Include"
"383","Mechanisms of LRBA-mediated control of CTLA4","NIAID",9372162,"1R21AI132822-01",1,"R21","AI",132822,1,"",NA,6083976,"JORDAN, MICHAEL  ","HERR, ANDREW B","Cincinnati Childrens Hosp Med Ctr",NA,2017,234000,NA,"Include"
"384","Modulation of Zika Virus Infection by Preexisting West Nile Virus Antibodies","NIAID",9336447,"1R21AI131696-01",1,"R21","AI",131696,1,"",NA,10589968,"JOSHI, ANJALI ","Not Applicable","Texas Tech University Health Scis Center",NA,2017,191250,NA,"Include"
"385","Influenza-specific memory responses mediated by human NK cells","NIAID",9599882,"1R21AI137835-01A1",1,"R21","AI",137835,1,"A1",NA,10316624,"JOST, STEPHANIE ","Not Applicable","Beth Israel Deaconess Medical Center",NA,2018,249474,NA,"Include"
"386","Translational regulation by DJ-1","NINDS",9181812,"1R21NS095003-01A1",1,"R21","NS",95003,1,"A1",NA,8733419,"JUNN, EUNSUNG ","Not Applicable","Rbhs-Robert Wood Johnson Medical School",NA,2016,198750,NA,"Include"
"387","The Effects of the DASH Diet and Sodium Reduction on Subclinical Cardiac Damage","NHLBI",9647512,"1R21HL144876-01",1,"R21","HL",144876,1,"",NA,10682543,"JURASCHEK, STEPHEN P","Not Applicable","Beth Israel Deaconess Medical Center",NA,2018,131250,NA,"Include"
"388","MEG Connectivity-Based Mapping of Critical Language Sites in Children Undergoing Epilepsy Surgery","NINDS",9669374,"1R21NS106631-01A1",1,"R21","NS",106631,1,"A1",NA,11703281,"KADIS, DARREN STEFAN","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2018,223615,NA,"Include"
"389","Innate Immune Activation by Respiratory Syncytial Virus","NIAID",9168337,"1R21AI126109-01",1,"R21","AI",126109,1,"",NA,6412841,"KAHN, JEFFREY S","Not Applicable","Ut Southwestern Medical Center",NA,2016,242813,NA,"Include"
"390","Understanding preferences regarding the offer of elective induction of labor to inform development of a decision support tool","NICHD",9725604,"1R21HD098496-01",1,"R21","HD",98496,1,"",NA,10380969,"KAIMAL, ANJALI  ","KUPPERMANN, MIRIAM ","Massachusetts General Hospital",NA,2019,196557,NA,"Include"
"391","Controllable Rigidity Surfaces for T Cell Mechanobiology","NIAID",9118635,"1R21AI119953-01A1",1,"R21","AI",119953,1,"A1",NA,6565387,"KAM, LANCE C","Not Applicable","Columbia University Health Sciences",NA,2016,229955,NA,"Include"
"392","Advance Care Planning and Health Care Utilization in Aging Women","NIA",9111133,"1R21AG051001-01A1",1,"R21","AG",51001,1,"A1",NA,7770737,"KANG, JAE H","Not Applicable","Brigham And Women's Hospital",NA,2016,230378,NA,"Include"
"393","Zika Virus in Pregnancy in Nigeria","NIAID",9669449,"1R21AI137840-01A1",1,"R21","AI",137840,1,"A1",NA,1903689,"KANKI, PHYLLIS J.","Not Applicable","Harvard School Of Public Health",NA,2019,236100,NA,"Include"
"394","Microbial contributions to the metabolic changes after Roux-en-Y gastric bypass","NIDDK",9376661,"1R21DK114620-01",1,"R21","DK",114620,1,"",NA,1888910,"KAPLAN, LEE MICHAEL","Not Applicable","Massachusetts General Hospital",NA,2017,256500,NA,"Include"
"395","Role of genomic imprinting in the etiology of Alcohol Dependence","NIAAA",9600261,"1R21AA026388-01A1",1,"R21","AA",26388,1,"A1",NA,11973533,"KAPOOR, MANAV ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2018,201281,NA,"Include"
"396","Toward Understanding Aging Mechanisms of Neuromuscular Junctions","NIA",9181244,"1R21AG052011-01A1",1,"R21","AG",52011,1,"A1",NA,10419670,"KARIYA, SHINGO  ","RE, DIANE BERENGERE","Columbia University Health Sciences",NA,2016,240000,NA,"Include"
"397","Role of ADAMTS13 in Maternal Complications of Preeclampsia","NICHD",9119325,"1R21HD088004-01",1,"R21","HD",88004,1,"",NA,2238961,"KARUMANCHI, S. ANANTH","Not Applicable","Beth Israel Deaconess Medical Center",NA,2016,279750,NA,"Include"
"398","Novel Point-of-Care Tool to Predict Response to Sorafenib in Hepatocellular Carcinoma","NCI",9015986,"1R21CA190945-01A1",1,"R21","CA",190945,1,"A1",NA,9879860,"KASEB, AHMED ","Not Applicable","University Of Tx Md Anderson Can Ctr",NA,2016,174000,NA,"Include"
"399","Laser-based non-invasive immunotherapy for food allergy","NIAID",9720326,"1R21AI144103-01",1,"R21","AI",144103,1,"",NA,9952772,"KASHIWAGI, SATOSHI ","Not Applicable","Massachusetts General Hospital",NA,2019,232960,NA,"Include"
"400","Wound healing mechanisms modulated by novel antimicrobial Peptides","NEI",9182311,"1R21EY026229-01A1",1,"R21","EY",26229,1,"A1",NA,11989615,"KASUS-JACOBI, ANNE ","Not Applicable","University Of Oklahoma Hlth Sciences Ctr",NA,2016,185000,NA,"Include"
"401","Pain sensitization in a trial of physical therapy for osteoarthritis and meniscal tear","NIAMS",9831419,"1R21AR076156-01",1,"R21","AR",76156,1,"",NA,7850032,"KATZ, JEFFREY NEIL","Not Applicable","Brigham And Women's Hospital",NA,2019,323509,NA,"Include"
"402","Cellular RNA binding and regulation by NFX1-123 and its perturbation by high risk human papillomavirus E6","NIAID",9597702,"1R21AI135155-01A1",1,"R21","AI",135155,1,"A1",NA,7682292,"KATZENELLENBOGEN, RACHEL ADRIA","Not Applicable","Seattle Children's Hospital",NA,2018,28450,NA,"Include"
"403","Comprehensive CBT via reSET for a Hub and Spoke MAT System of Care","NCCIH",9627201,"1R21AT010118-01",1,"R21","AT",10118,1,"",NA,11380126,"KAWASAKI, SARAH SHARFSTEIN ","NUNES, EDWARD V.","Pennsylvania State Univ Hershey Med Ctr",NA,2018,328901,NA,"Include"
"404","Acceptability and Performance on In-Home Polysomnography in Youth with Down Syndrome","NICHD",9894304,"1R21HD101003-01",1,"R21","HD",101003,1,"",NA,6901169,"KELLY, ANDREA BRIDGET ","TAPIA, IGNACIO ESTEBAN","Children's Hosp Of Philadelphia",NA,2019,247849,NA,"Include"
"405","Incidence of remission and of cataract in ocular inflammatory diseases","NEI",9245176,"1R21EY026717-01A1",1,"R21","EY",26717,1,"A1",NA,2051513,"KEMPEN, JOHN H","Not Applicable","Massachusetts Eye And Ear Infirmary",NA,2017,227301,NA,"Include"
"406","Human islet-derived; islet-reactive T cells from subjects with Type 1 diabetes","NIAID",9168909,"1R21AI126189-01",1,"R21","AI",126189,1,"",NA,1945577,"KENT, SALLY CHOATE","Not Applicable","Univ Of Massachusetts Med Sch Worcester",NA,2016,251250,NA,"Include"
"407","Develop novel trans-tympanic drug delivery formulas to treat otitis media","NIAID",9838474,"1R21AI147607-01",1,"R21","AI",147607,1,"",NA,6404312,"KERSCHNER, JOSEPH E ","JOSHI, AMIT ","Medical College Of Wisconsin",NA,2019,231000,NA,"Include"
"408","Physical detection of HLA-C binding peptides to identify and predict immunogenic personal neoepitopes for improving cancer vaccines","NCI",9456316,"1R21CA216772-01A1",1,"R21","CA",216772,1,"A1",NA,10881202,"KESKIN, DERIN B","Not Applicable","Dana-Farber Cancer Inst",NA,2018,232224,NA,"Include"
"409","Targeting Cyclin E in Ovarian Cancer with Histone Deacetylase Inhibitors","NCI",9298005,"1R21CA210210-01A1",1,"R21","CA",210210,1,"A1",NA,7605639,"KHABELE, DINEO ","Not Applicable","University Of Kansas Medical Center",NA,2017,182020,NA,"Include"
"410","Novel gene therapy strategy for CEP290-Leber congenital amaurosis","NEI",9508066,"1R21EY029050-01",1,"R21","EY",29050,1,"",NA,8695677,"KHANNA, HEMANT ","Not Applicable","Univ Of Massachusetts Med Sch Worcester",NA,2018,209375,NA,"Include"
"411","Single-cell analysis of tumor-microenvironment interactions in follicular lymphoma","NCI",9382013,"1R21CA220147-01",1,"R21","CA",220147,1,"",NA,10265164,"KHARCHENKO, PETER V ","WU, CATHERINE JU-YING","Harvard Medical School",NA,2017,154207,NA,"Include"
"412","Role of miR29c and miR200c in leiomyoma pathogenesis","NICHD",9322783,"1R21HD088868-01A1",1,"R21","HD",88868,1,"A1",NA,1919659,"KHORRAM, OMID A. ","CHUANG, TSAI-DER ","La Biomed Res Inst/ Harbor Ucla Med Ctr",NA,2017,217500,NA,"Include"
"413","Mechanistic dissection of P-body formation and abnormal mRNA degradation in alpha-synucleinopathy","NINDS",9808391,"1R21NS112858-01",1,"R21","NS",112858,1,"",NA,11694611,"KHURANA, VIKRAM ","Not Applicable","Brigham And Women's Hospital",NA,2019,492250,NA,"Include"
"414","Structural Connectivity Biomarkers in Prodromes and 22q11.2 Deletion Syndrome.","NIMH",9030084,"1R21MH106793-01A1",1,"R21","MH",106793,1,"A1",NA,9477545,"KIKINIS, ZORA ","Not Applicable","Brigham And Women's Hospital",NA,2016,215211,NA,"Include"
"415","A model of Alpers Syndrome","NICHD",9088739,"1R21HD087645-01",1,"R21","HD",87645,1,"",NA,10456225,"KIM, SEOK-HYUNG ","Not Applicable","Medical University Of South Carolina",NA,2016,218310,NA,"Include"
"416","Chemical Biology of Tau Missorting in Alzheimers Disease","NINDS",9659953,"1R21NS109887-01",1,"R21","NS",109887,1,"",NA,1902054,"KIM, TAE-WAN ","Not Applicable","Columbia University Health Sciences",NA,2018,243000,NA,"Include"
"417","Bifunctional Chimeric Antigen Receptors for clearing HIV","NIAID",9045066,"1R21AI116167-01A1",1,"R21","AI",116167,1,"A1",NA,1917502,"KIMATA, JASON T.","Not Applicable","Baylor College Of Medicine",NA,2016,264750,NA,"Include"
"418","Studies of Direct Pluripotent Stem Cell Programming","NICHD",9091998,"1R21HD087723-01",1,"R21","HD",87723,1,"",NA,1863369,"KIRSCHNER, MARC WALLACE","Not Applicable","Harvard Medical School",NA,2016,211875,NA,"Include"
"419","Formation of a Neocentromere at a DSB Site","NCI",9101005,"1R21CA205659-01",1,"R21","CA",205659,1,"",NA,7122685,"KITAGAWA, KATSUMI ","Not Applicable","Research Inst Nationwide Children's Hosp",NA,2016,73834,NA,"Include"
"420","The Role of TSH-beta Splice Variant in Health and Disease","NIAID",9667616,"1R21AI133313-01A1",1,"R21","AI",133313,1,"A1",NA,1888175,"KLEIN, JOHN R","Not Applicable","University Of Texas Hlth Sci Ctr Houston",NA,2019,231000,NA,"Include"
"421","Effects of Stress and Obesity on Longitudinal Epigenetic Programming","NICHD",9745027,"1R21HD097524-01A1",1,"R21","HD",97524,1,"A1",NA,12380023,"KLENGEL, TORSTEN  ","ETHUN, KELLY FRANCES;SANCHEZ, MAR M","Mclean Hospital",NA,2019,300502,NA,"Include"
"422","Spinal BNP-NPRA Signaling in Regulating Itch and Pain in Primates","NIAMS",9529752,"1R21AR069861-01A1",1,"R21","AR",69861,1,"A1",NA,6519037,"KO, MEI-CHUAN ","Not Applicable","Wake Forest University Health Sciences",NA,2018,204600,NA,"Include"
"423","Protective Signaling Pathway in Alcohol-Induced Pancreatitis","NIAAA",9745271,"1R21AA027014-01A1",1,"R21","AA",27014,1,"A1",NA,1872577,"KO, TIEN C","Not Applicable","University Of Texas Hlth Sci Ctr Houston",NA,2019,221375,NA,"Include"
"424","Enabling Diffusion-Weighted MRI Near Metallic Implants","NIBIB",9386258,"1R21EB023415-01A1",1,"R21","EB",23415,1,"A1",NA,2070394,"KOCH, KEVIN M","Not Applicable","Medical College Of Wisconsin",NA,2017,190799,NA,"Include"
