"","Project.Title","Administering..IC","Application.ID","Project.Number","Type","Activity","IC","Serial.Number","Support.Year","Suffix","Subproject.Number","Contact.PI..Person.ID","Contact.PI...Project.Leader","Other.PI.or.Project.Leader.s.","Organization.Name","ARRA.Indicator","FY","FY.Total.Cost","FY.Total.Cost...Sub.Projects.","Stats"
"309","Epigenetic Regulators in Cancer Development and Progression","NCI",8424592,"1K99CA172948-01",1,"K99","CA",172948,1,"",NA,10325518,"HE, HOUSHENG HANSEN","Not Applicable","Dana-Farber Cancer Inst",NA,2013,62708,NA,"Include"
"310","Sepsis Induced Changes in iNKT-Cells and their Effect on Phagocyte Function","NIGMS",8965539,"1K08GM110495-01A1",1,"K08","GM",110495,1,"A1",NA,10220363,"HEFFERNAN, DAVID ","Not Applicable","Rhode Island Hospital",NA,2015,196452,NA,"Include"
"311","Mother Centriole Appendages Regulate the AMIS Compartment and Cilogenesis.","NIGMS",8568272,"1K99GM107355-01",1,"K99","GM",107355,1,"",NA,10261658,"HEHNLY, HEIDI ","Not Applicable","Univ Of Massachusetts Med Sch Worcester",NA,2013,85690,NA,"Include"
"312","The Primary Care Medical Home and Preventive Service Use in Latino Immigrants","AHRQ",8509207,"1K08HS021522-01A1",1,"K08","HS",21522,1,"A1",NA,10956752,"HEINTZMAN, JOHN ","Not Applicable","Oregon Health & Science University",NA,2013,148173,NA,"Include"
"313"," University of New Mexico Clinical and Translational Science Center","NCATS",9085834,"1KL2TR001448-01",1,"KL2","TR",1448,1,"",NA,6808124,"HELITZER, DEBORAH LYNNE","Not Applicable","University Of New Mexico Health Scis Ctr",NA,2015,303564,NA,"Include"
"314","Oral microbial enzymes for the treatment of celiac disease","NIAID",8509426,"1K02AI101067-01A1",1,"K02","AI",101067,1,"A1",NA,7911991,"HELMERHORST, EVA JOSEPHINE","Not Applicable","Boston University Medical Campus",NA,2013,101898,NA,"Include"
"315","Insulin Resistance in Pulmonary Arterial Hypertension","NHLBI",8804720,"1K23HL125697-01",1,"K23","HL",125697,1,"",NA,10550240,"HERESI DAVILA, GUSTAVO ADOLFO","Not Applicable","Cleveland Clinic Lerner Com-Cwru",NA,2015,149373,NA,"Include"
"316","The role of mycobacterial efflux pumps in virulence and antibiotic tolerance","NIAID",8868765,"1K08AI116908-01",1,"K08","AI",116908,1,"",NA,7235053,"HERNANDEZ, RAFAEL E","Not Applicable","Seattle Children's Hospital",NA,2015,171345,NA,"Include"
"317","Functional dissection of oncogenic enhancers","NCI",8950833,"1K99CA197869-01",1,"K99","CA",197869,1,"",NA,11034876,"HERRANZ BENITO, DANIEL ","Not Applicable","Columbia University Health Sciences",NA,2015,170856,NA,"Include"
"318","The Role of Sirtuin 1 Deacetylase in Amyotrophic Lateral Sclerosis","NINDS",8700871,"1K08NS082365-01A1",1,"K08","NS",82365,1,"A1",NA,6203777,"HERSKOVITS, ADRIANNA ZARA","Not Applicable","Brigham And Women's Hospital",NA,2014,192510,NA,"Include"
"319","Trithorax-related; MLL3 and MLL4 in enhancer-mediated cancer pathogenesis","NCI",8699590,"1K99CA181506-01A1",1,"K99","CA",181506,1,"A1",NA,11695920,"HERZ, HANS-MARTIN ","Not Applicable","Stowers Institute For Medical Research",NA,2014,90000,NA,"Include"
"320","Improving Use of Sedating Medications in Hospitalized Older Adults","NIA",8509169,"1K23AG042459-01A1",1,"K23","AG",42459,1,"A1",NA,10580860,"HERZIG, SHOSHANA J","Not Applicable","Beth Israel Deaconess Medical Center",NA,2013,156278,NA,"Include"
"321","Antioxidant-PPARalpha interaction and hypertension","NHLBI",8800008,"1K01HL125445-01",1,"K01","HL",125445,1,"",NA,9293438,"HINDS, TERRY D","Not Applicable","University Of Toledo Health Sci Campus",NA,2015,135189,NA,"Include"
"322","Requirement of hydrogen sulfide for the benefits of dietary sulfur amino acid restriction","NIA",8950536,"1K99AG050777-01",1,"K99","AG",50777,1,"",NA,9296341,"HINE, CHRISTOPHER MICHAEL","Not Applicable","Harvard School Of Public Health",NA,2015,128412,NA,"Include"
"323","Metabolic and developmental regulation by AMPK in PRKAG2-associated cardiomyopathy","NHLBI",8804618,"1K08HL125807-01",1,"K08","HL",125807,1,"",NA,10989896,"HINSON, JOHN TRAVIS","Not Applicable","Brigham And Women's Hospital",NA,2015,135950,NA,"Include"
"324","Preventing Childhood Tuberculosis in Lesotho (PREVENT Study)","NIAID",8732171,"1K01AI104351-01A1",1,"K01","AI",104351,1,"A1",NA,11231554,"HIRSCH-MOVERMAN, YAEL R","Not Applicable","Columbia University Health Sciences",NA,2014,127849,NA,"Include"
"325","The Role of Galectin-3 in Cardiac Remodeling and Heart Failure","NHLBI",8425497,"1K23HL116780-01",1,"K23","HL",116780,1,"",NA,9409394,"HO, JENNIFER EN-SIAN","Not Applicable","Boston Medical Center",NA,2013,136080,NA,"Include"
"326","Novel Approaches in the Therapy of Pathologic Myopia","NEI",8766621,"1K08EY023595-01A1",1,"K08","EY",23595,1,"A1",NA,11238618,"HOANG, QUAN VAN MANH","Not Applicable","Columbia University Health Sciences",NA,2014,216225,NA,"Include"
"327","Evaluation of Endothelial Hyperglycemia-Driven Alterations During Type 2 Diabetes","NIDDK",9032837,"1K01DK105043-01A1",1,"K01","DK",105043,1,"A1",NA,10742884,"HOFFMANN, BRIAN ROBERT","Not Applicable","Medical College Of Wisconsin",NA,2015,102789,NA,"Include"
"328","RESCUING MOTOR DEFICITS IN SHANK3 RELEATED DISORDERS","NINDS",9033266,"1K08NS091381-01A1",1,"K08","NS",91381,1,"A1",NA,2630364,"HOLDER, JIMMY L","Not Applicable","Baylor College Of Medicine",NA,2015,177110,NA,"Include"
"329","Dimensional Neurogenetic Markers of Limbic System Integrity & Psychiatric Illness","NIMH",8581402,"1K01MH099232-01A1",1,"K01","MH",99232,1,"A1",NA,8500427,"HOLMES, AVRAM J","Not Applicable","Massachusetts General Hospital",NA,2013,151333,NA,"Include"
"330","Neuroimaging of Mechanisms Subserving Cognitive and Social Outcomes in Childhood TBI","NICHD",9034289,"1K01HD083459-01A1",1,"K01","HD",83459,1,"A1",NA,9162233,"HOSKINSON, KRISTEN ROBINSON","Not Applicable","Research Inst Nationwide Children's Hosp",NA,2015,124200,NA,"Include"
"331","Patient-Centered Comparative Effectiveness of Colorectal Cancer Surveillance in IBD","AHRQ",8948902,"1K08HS024122-01",1,"K08","HS",24122,1,"",NA,10698201,"HOU, JASON KEN","Not Applicable","Baylor College Of Medicine",NA,2015,153360,NA,"Include"
"332","Postdoctoral Research; Instruction; and Mentoring Experience (PRIME)","NIGMS",8550328,"1K12GM102773-01A1",1,"K12","GM",102773,1,"A1",NA,1883832,"HOWLETT, ALLYN C","Not Applicable","Wake Forest University Health Sciences",NA,2013,288257,NA,"Include"
"333","Modeling and Optimization of Clinical Processes Using EHR Data","NLM",9012450,"1K99LM012238-01",1,"K99","LM",12238,1,"",NA,11976437,"HRIBAR, MICHELLE ","Not Applicable","Oregon Health & Science University",NA,2015,89143,NA,"Include"
"334","Targeting glioma stem cells by perturbation of telomere maintenance mechanisms","NCI",8425844,"1K99CA172700-01",1,"K99","CA",172700,1,"",NA,11269818,"HU, JIAN ","Not Applicable","University Of Tx Md Anderson Can Ctr",NA,2013,119491,NA,"Include"
"335","Interplay of Gut Microbiome and Host Genes in Crohn's Disease","NIDDK",8580836,"1K01DK094986-01A1",1,"K01","DK",94986,1,"A1",NA,10478914,"HU, JIANZHONG ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2013,130424,NA,"Include"
"336","Determinants of Critical Care Intensity for Hospitalized Older Adults: the Effect of Hospital-based Palliative Care Services","NIA",8966057,"1K08AG051184-01",1,"K08","AG",51184,1,"",NA,11627958,"HUA, MAY ","Not Applicable","Columbia University Health Sciences",NA,2015,177736,NA,"Include"
"337","Role of apolipoprotein E in age and amyloid beta related neuronal dysfunction","NIA",8890929,"1K99AG047336-01A1",1,"K99","AG",47336,1,"A1",NA,10555788,"HUDRY, ELOISE ","Not Applicable","Massachusetts General Hospital",NA,2015,136306,NA,"Include"
"338","Cognitive/Brain Effects of Adding Weight Loss to Exercise in Obese Older Adults","NIA",8581270,"1K01AG043547-01A1",1,"K01","AG",43547,1,"A1",NA,8190981,"HUGENSCHMIDT, CHRISTINA E","Not Applicable","Wake Forest University Health Sciences",NA,2013,121798,NA,"Include"
"339","Hospital Adoption of Models of Care and Practices for Older Adults and Its Impact","AHRQ",8821764,"1K08HS022924-01A1",1,"K08","HS",22924,1,"A1",NA,10329422,"HUNG, WILLIAM W.,MPH, MD","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2014,754395,NA,"Include"
"340","Improved methods to assess the comparative safety of new psychiatric medications","NIMH",8581368,"1K01MH099141-01A1",1,"K01","MH",99141,1,"A1",NA,10784131,"HUYBRECHTS, KRISTA F","Not Applicable","Brigham And Women's Hospital",NA,2013,176472,NA,"Include"
"341","A Novel Cognitive Training Intervention for Depression","NIMH",8581473,"1K23MH099223-01A1",1,"K23","MH",99223,1,"A1",NA,10510180,"IACOVIELLO, BRIAN ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2013,177612,NA,"Include"
"342","A role for notch in self renewal in embryonal rhabdomyosarcoma","NCI",8635072,"1K99CA175184-01A1",1,"K99","CA",175184,1,"A1",NA,11258191,"IGNATIUS, MYRON STEVE","Not Applicable","Massachusetts General Hospital",NA,2014,180360,NA,"Include"
"343","The involvement of ATP-dependent inhibition of ENaC in ARPKD cystogenesis","NIDDK",9031482,"1K99DK105160-01A1",1,"K99","DK",105160,1,"A1",NA,11861813,"ILATOVSKAYA, DARIA ","Not Applicable","Medical College Of Wisconsin",NA,2015,91380,NA,"Include"
"344","Mechanisms of Protection by Commensal Fungi in Colitis","NIDDK",8635702,"1K99DK098310-01A1",1,"K99","DK",98310,1,"A1",NA,10367626,"ILIEV, ILIYAN DIMITROV","Not Applicable","Cedars-Sinai Medical Center",NA,2014,90000,NA,"Include"
"345","Novel nano-plasmonic technology for quantitative analysis of cancer exosomes","NCI",9012302,"1K99CA201248-01",1,"K99","CA",201248,1,"",NA,11937532,"IM, HYUNGSOON ","Not Applicable","Massachusetts General Hospital",NA,2015,164592,NA,"Include"
"346","Using a Novel Geospatial Statistical Model to Evaluate Specific Social and Ecological Determinants of Health in Children with Antibiotic Resistant Staphylococcal Infections","AHRQ",9014291,"1K08HS024338-01",1,"K08","HS",24338,1,"",NA,8696876,"IMMERGLUCK, LILLY HSI-CHIH","Not Applicable","Morehouse School Of Medicine",NA,2015,140903,NA,"Include"
"347","Anesthesia Exposure and Risk of Behavioral or Developmental Disorder","AHRQ",8679906,"1K08HS022941-01",1,"K08","HS",22941,1,"",NA,10334086,"ING, CALEB ","Not Applicable","Columbia University Health Sciences",NA,2014,153133,NA,"Include"
"348","Pathobiology of Hypothalamic and Metabolic Dysfunction in Normal Aging and Alzheimer's Disease","NIA",8966084,"1K08AG051179-01",1,"K08","AG",51179,1,"",NA,12189294,"ISHII, MAKOTO ","Not Applicable","Weill Medical Coll Of Cornell Univ",NA,2015,172800,NA,"Include"
"349","Neural Network Biomarkers for Relational Memory and Psychosis in Schizophrenia","NIMH",8765520,"1K23MH102656-01A1",1,"K23","MH",102656,1,"A1",NA,11263525,"IVLEVA, ELENA IVANOVNA","Not Applicable","Ut Southwestern Medical Center",NA,2014,169668,NA,"Include"
"350","Cell-type Specificity of Heritable Channelopathies: Role of the Purkinje Fiber","NHLBI",8581979,"1K08HL116790-01A1",1,"K08","HL",116790,1,"A1",NA,11239978,"IYER, VIVEK ","Not Applicable","Columbia University Health Sciences",NA,2013,133110,NA,"Include"
"351","B cell-intrinsic cytokine regulation and B cell-targeted therapies in murine lupu","NIAID",8759642,"1K08AI112993-01",1,"K08","AI",112993,1,"",NA,11998787,"JACKSON, SHAUN WILLIAM","Not Applicable","Seattle Children's Hospital",NA,2014,177250,NA,"Include"
"352","Dopamine Neurobiology in HIV-Associated Cognitive Dysfunction and Substance Use","NIDA",8603621,"1K01DA035725-01A1",1,"K01","DA",35725,1,"A1",NA,6875502,"JACOBS, MICHELLE M","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2013,178209,NA,"Include"
"353","Targeting the Lrp5 Pathway To Increase Bone Strength In Osteogenesis Imperfecta","NIAMS",8425622,"1K08AR063813-01",1,"K08","AR",63813,1,"",NA,9822703,"JACOBSEN, CHRISTINA MARIE","Not Applicable","Boston Children's Hospital",NA,2013,129330,NA,"Include"
"354","Alternative splicing-mediated mechanisms of cortical interneuron maturation and circuit integration","NIMH",8950379,"1K99MH107684-01",1,"K99","MH",107684,1,"",NA,11802096,"JAGLIN, XAVIER ","Not Applicable","New York University School Of Medicine",NA,2015,98061,NA,"Include"
"355","Cognitive decline after hospitalization in older adults: predictors and pathogenesis","NIA",8949934,"1K01AG050823-01",1,"K01","AG",50823,1,"",NA,11030355,"JAMES, BRYAN DAVID","Not Applicable","Rush University Medical Center",NA,2015,116124,NA,"Include"
"356","Relation of estrogen pathway genes to cognitive decline in elderly women and men","NIA",8822075,"1K23AG041214-01A1",1,"K23","AG",41214,1,"A1",NA,10768828,"JANICKI, SARAH CHRISTINE","Not Applicable","Columbia University Health Sciences",NA,2015,132300,NA,"Include"
"357","The role of DOCK8 in autoimmunity","NIAID",8967364,"1K08AI114968-01A1",1,"K08","AI",114968,1,"A1",NA,2596791,"JANSSEN, ERIN MARGARET","Not Applicable","Boston Children's Hospital",NA,2015,176213,NA,"Include"
"358","Engaging Immigrants in Preventive Parenting Interventions","NICHD",8581794,"1K23HD071942-01A1",1,"K23","HD",71942,1,"A1",NA,10524629,"JAVIER, JOYCE RIVERA","Not Applicable","Children's Hospital Of Los Angeles",NA,2013,133596,NA,"Include"
"359","Understanding spatial heterogeneity of drug resistant tuberculosis","NIAID",8581133,"1K01AI102944-01A1",1,"K01","AI",102944,1,"A1",NA,10933548,"JENKINS, HELEN E.","Not Applicable","Brigham And Women's Hospital",NA,2013,128403,NA,"Include"
"360","Elucidating and overcoming endocrine resistance driven by ESR1 mutations","NCI",8967747,"1K08CA191058-01A1",1,"K08","CA",191058,1,"A1",NA,8489036,"JESELSOHN, RINATH ","Not Applicable","Dana-Farber Cancer Inst",NA,2015,177120,NA,"Include"
"361","Examining Racial Disparities in Stroke","NHLBI",8750945,"1K01HL124391-01",1,"K01","HL",124391,1,"",NA,9853244,"JIMENEZ, MONIK CARMEN","Not Applicable","Brigham And Women's Hospital",NA,2014,130086,NA,"Include"
"362","IL-1beta in the Development of Hypoxemia in Acute Lung Injury","NHLBI",8805246,"1K08HL125806-01",1,"K08","HL",125806,1,"",NA,11214725,"JONES, HEATHER ","Not Applicable","Cedars-Sinai Medical Center",NA,2015,138051,NA,"Include"
"363","Meniscus status and activity level after ACL","NIAMS",8822002,"1K23AR066133-01A1",1,"K23","AR",66133,1,"A1",NA,8854407,"JONES, MORGAN HERANCOURT","Not Applicable","Cleveland Clinic Lerner Com-Cwru",NA,2015,92444,NA,"Include"
"364","Behavioral and Neural Response to Memantine in Adolescents with Autism","NIMH",8635805,"1K23MH100450-01A1",1,"K23","MH",100450,1,"A1",NA,8908223,"JOSHI, GAGAN ","Not Applicable","Massachusetts General Hospital",NA,2014,186192,NA,"Include"
"365","Vaccine induced T-cell protection against SIV infection","NIAID",8603324,"1K08AI106408-01A1",1,"K08","AI",106408,1,"A1",NA,9708598,"JUELG, BORIS DOMINIK","Not Applicable","Massachusetts General Hospital",NA,2013,181450,NA,"Include"
"366","Prenatal Exposure to Endocrine Disrupters; DNA Methylation; and Childhood Obesity","NIEHS",8616580,"1K99ES023450-01",1,"K99","ES",23450,1,"",NA,9336260,"JUST, ALLAN C.","Not Applicable","Harvard School Of Public Health",NA,2014,81340,NA,"Include"
"367","The effects of protein carbamylation in end stage kidney disease","NIDDK",8948696,"1K23DK106479-01",1,"K23","DK",106479,1,"",NA,11112563,"KALIM, SAHIR ","Not Applicable","Massachusetts General Hospital",NA,2015,159983,NA,"Include"
"368","The Mechanism of Tumor Formation in Beckwith-Wiedemann Syndrome","NCI",8866928,"1K08CA193915-01",1,"K08","CA",193915,1,"",NA,10572755,"KALISH, JENNIFER MELISSA","Not Applicable","Children's Hosp Of Philadelphia",NA,2015,140504,NA,"Include"
"369","Atrial Fibrillation Precursors May Be Novel Stroke Risk Factors","NINDS",8634871,"1K23NS082367-01A1",1,"K23","NS",82367,1,"A1",NA,11332787,"KAMEL, HOOMAN ","Not Applicable","Weill Medical Coll Of Cornell Univ",NA,2013,187483,NA,"Include"
"370","Drug Self Administration and Withdrawal  Effects on Cognitive Function","NIDA",8568089,"1K01DA035974-01",1,"K01","DA",35974,1,"",NA,9293028,"KANGAS, BRIAN D.","Not Applicable","Mclean Hospital",NA,2013,148517,NA,"Include"
"371","Behavioral Interventions and Long Term Outcomes in Juvenile Fibromyalgia Syndrome","NIAMS",8629178,"2K24AR056687-06",2,"K24","AR",56687,6,"",NA,7337821,"KASHIKAR-ZUCK, SUSMITA ","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2014,167107,NA,"Include"
"372","Double-Strand Break Repair in Mouse Mammary Gland Development and Tumorigenesis","NCI",8791394,"1K99CA184122-01A1",1,"K99","CA",184122,1,"A1",NA,11812915,"KASS, ELIZABETH ","Not Applicable","Sloan-Kettering Inst Can Research",NA,2014,141750,NA,"Include"
"373","A screen for epigenetic regulators of hematopoiesis reveals a requirement for the Hbo1 complex during hematopoietic stem cell specification","NIDDK",8867682,"1K01DK104974-01",1,"K01","DK",104974,1,"",NA,10326538,"KATHREIN, KATIE L","Not Applicable","Boston Children's Hospital",NA,2015,154131,NA,"Include"
"374","The Family Environment; Social Support; and Health in Transgender Youth","NICHD",8805051,"1K99HD082340-01",1,"K99","HD",82340,1,"",NA,11817394,"KATZ-WISE, SABRA L.","Not Applicable","Boston Children's Hospital",NA,2015,119074,NA,"Include"
"375","University of Massachusetts Center for Clinical and Translational Science","NCATS",9086560,"1KL2TR001455-01",1,"KL2","TR",1455,1,"",NA,1885375,"KEANEY, JOHN F. ","ALLISON, JEROAN J","Univ Of Massachusetts Med Sch Worcester",NA,2015,485157,NA,"Include"
"376","Behavioral Economics and Improving Chemotherapy Decisions for Advanced Cancer","NCI",8765356,"1K24CA181510-01A1",1,"K24","CA",181510,1,"A1",NA,2087176,"KEATING, NANCY L","Not Applicable","Harvard Medical School",NA,2014,176432,NA,"Include"
"377","Mentoring in Patient-Oriented Addiction Research","NIAAA",8635045,"1K24AA022136-01A1",1,"K24","AA",22136,1,"A1",NA,8604094,"KELLY, JOHN F.","Not Applicable","Massachusetts General Hospital",NA,2014,180347,NA,"Include"
"378","Very Early-onset inflammatory bowel disease","NIDDK",8766777,"1K23DK100461-01A1",1,"K23","DK",100461,1,"A1",NA,10651057,"KELSEN, JUDITH RACHEL","Not Applicable","Children's Hosp Of Philadelphia",NA,2014,173167,NA,"Include"
"379","Coagulation Protease Signaling in Glomerular Disease","NIDDK",9034078,"1K08DK103982-01A1",1,"K08","DK",103982,1,"A1",NA,8550313,"KERLIN, BRYCE ANDREW","Not Applicable","Research Inst Nationwide Children's Hosp",NA,2015,142749,NA,"Include"
"380","CD117 Signaling as a Mechanism of Prostate Cancer Metastasis","NCI",8634201,"1K99CA175291-01A1",1,"K99","CA",175291,1,"A1",NA,9659252,"KERR, BETHANY AMBER","Not Applicable","Cleveland Clinic Lerner Com-Cwru",NA,2014,90934,NA,"Include"
"381","Race; alcohol consumption and vehicle crashes: an epidemiologic paradox","NIAAA",8510260,"1K01AA021511-01A1",1,"K01","AA",21511,1,"A1",NA,9555896,"KEYES, KATHERINE MARGARET","Not Applicable","Columbia University Health Sciences",NA,2013,182902,NA,"Include"
"382","Oral Contraceptives in the Etiopathogenesis of Crohn's Disease","NIDDK",8567418,"1K23DK099681-01",1,"K23","DK",99681,1,"",NA,10371025,"KHALILI, HAMED ","Not Applicable","Massachusetts General Hospital",NA,2013,186192,NA,"Include"
