"","X.1","Project.Title","Administering..IC","Application.ID","Project.Number","Type","Activity","IC","Serial.Number","Support.Year","Suffix","Subproject.Number","Contact.PI..Person.ID","Contact.PI...Project.Leader","Other.PI.or.Project.Leader.s.","Organization.Name","ARRA.Indicator","FY","FY.Total.Cost","FY.Total.Cost...Sub.Projects.","X","Stats"
"660",2411,"Elucidating neural circuits and pupil readouts of motivated effortful listening","NIDCD",9835960,"1R01DC017797-01A1",1,"R01","DC",17797,1,"A1",NA,8139210,"MCGINLEY, MATTHEW J","Not Applicable","Baylor College Of Medicine",NA,2019,478307,NA,NA,"Include"
"661",2417,"Inferential methods for functional data from wearable devices","NIA",9658873,"1R01AG062401-01A1",1,"R01","AG",62401,1,"A1",NA,8346038,"MCKEAGUE, IAN ","Not Applicable","Columbia University Health Sciences",NA,2019,317858,NA,NA,"Include"
"662",2420,"Improving HSC transplantation by defining novel regulators of engraftment","NIDDK",9660986,"1R01DK116835-01A1",1,"R01","DK",116835,1,"A1",NA,7891203,"MCKINNEY-FREEMAN, SHANNON L","Not Applicable","St. Jude Children's Research Hospital",NA,2019,403875,NA,NA,"Include"
"663",2427,"The Impact of Healthcare Exposure on Colonization with Antiseptic Tolerant Staphylococci in Children","AHRQ",9795633,"1R01HS026896-01",1,"R01","HS",26896,1,"",NA,10887542,"MCNEIL, JONATHON CHASE","Not Applicable","Baylor College Of Medicine",NA,2019,497655,NA,NA,"Include"
"664",2435,"Circuit structure and dynamics in prefrontal-limbic networks","NIMH",9738321,"1R01MH116008-01A1",1,"R01","MH",116008,1,"A1",NA,11236471,"MEDALLA, MARIA ","Not Applicable","Boston University Medical Campus",NA,2019,380000,NA,NA,"Include"
"665",2439,"Mammalian bile acid detection; processing; and impact on social behavior","NIDCD",9798978,"1R01DC017985-01",1,"R01","DC",17985,1,"",NA,6983518,"MEEKS, JULIAN P","Not Applicable","Ut Southwestern Medical Center",NA,2019,447766,NA,NA,"Include"
"666",2442,"Immunological and virological effects of targeting gut homing integrin alpha4beta7 in HIV-1 infected humans","NIDDK",9674154,"1R01DK120035-01",1,"R01","DK",120035,1,"",NA,8961479,"MEHANDRU, SAURABH ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2019,812563,NA,NA,"Include"
"667",2445,"The Impact of Telestroke on Patterns of Care and Long-Term Outcomes","NINDS",9763817,"1R01NS111952-01",1,"R01","NS",111952,1,"",NA,8210613,"MEHROTRA, ATEEV ","Not Applicable","Harvard Medical School",NA,2019,603019,NA,NA,"Include"
"668",2447,"IND: 113343 Quercetin Chemoprevention for Squamous Cell Carcinoma in Patients with Fanconi Anemia","FDA",9644751,"1R01FD006353-01",1,"R01","FD",6353,1,"",NA,8609563,"MEHTA, PARINDA ","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2019,435489,NA,NA,"Include"
"669",2455,"Universal strengths-based parenting support in pediatric health care for families with very young children following the Flint Water Crisis","NICHD",9685512,"1R01HD096909-01A1",1,"R01","HD",96909,1,"A1",NA,1912106,"MENDELSOHN, ALAN L.","Not Applicable","New York University School Of Medicine",NA,2019,717853,NA,NA,"Include"
"670",2456,"Use of Patient-Reported Outcomes in Understanding Symptomatic Adverse Events in Early-Phase Trials of Combination Treatments that Include Immune Checkpoint Inhibitors and Targeted Therapy","NCI",9819265,"1R01CA242565-01",1,"R01","CA",242565,1,"",NA,8634852,"MENDOZA, TITO R ","GEORGE, GOLDY C;HONG, DAVID S.","University Of Tx Md Anderson Can Ctr",NA,2019,366000,NA,NA,"Include"
"671",2458,"Dichotomous roles of Shroom3 in Tubular cells and Podocytes in native and allograft kidneys","NIDDK",9802680,"1R01DK122164-01",1,"R01","DK",122164,1,"",NA,14219167,"MENON, MADHAV C","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2019,381375,NA,NA,"Include"
"672",2494,"Does insulin sensitivity impact the potential of metformin to slow aging?","NIA",9839118,"1R01AG064951-01",1,"R01","AG",64951,1,"",NA,8713890,"MILLER, BENJAMIN FRANCIS","Not Applicable","Oklahoma Medical Research Foundation",NA,2019,696160,NA,NA,"Include"
"673",2502,"NOVEL MECHANISM OF NEPHRON EPITHELIALIZATION","NIDDK",9748087,"1R01DK115655-01A1",1,"R01","DK",115655,1,"A1",NA,9286232,"MILLER, RACHEL KATHERINE","Not Applicable","University Of Texas Hlth Sci Ctr Houston",NA,2019,231000,NA,NA,"Include"
"674",2503,"Learning Universal Patient Representations from Clinical Text with Hierarchical Recurrent Neural Networks","NLM",9642922,"1R01LM012973-01",1,"R01","LM",12973,1,"",NA,11002093,"MILLER, TIMOTHY A","Not Applicable","Boston Children's Hospital",NA,2019,386910,NA,NA,"Include"
"675",2505,"Somatotropic Signaling and Resilience to Aging and Alzheimer's Disease","NIA",9762254,"1R01AG061155-01A1",1,"R01","AG",61155,1,"A1",NA,10996351,"MILMAN, SOFIYA ","Not Applicable","Albert Einstein College Of Medicine",NA,2019,785990,NA,NA,"Include"
"676",2507,"Foxp3+ regulatory T cell-dependent treatment of allergic inflammation by glucocorticoids","NIAID",9837952,"1R01AI147498-01",1,"R01","AI",147498,1,"",NA,8632724,"MIN, BOOKI ","Not Applicable","Cleveland Clinic Lerner Com-Cwru",NA,2019,566166,NA,NA,"Include"
"677",2513,"Glial regulation of neurovascular coupling in CNS disorders","NINDS",9712465,"1R01NS110690-01",1,"R01","NS",110690,1,"",NA,9568570,"MISHRA, ANUSHA ","Not Applicable","Oregon Health & Science University",NA,2019,336875,NA,NA,"Include"
"678",2516,"Horizontal mtDNA Exchange","NIA",9710259,"1R01AG062459-01",1,"R01","AG",62459,1,"",NA,8044170,"MITALIPOV, SHOUKHRAT M","Not Applicable","Oregon Health & Science University",NA,2019,570573,NA,NA,"Include"
"679",2518,"Role of Renal Lymphatics in Blood Pressure Regulation","NIDDK",9686872,"1R01DK120493-01",1,"R01","DK",120493,1,"",NA,8352265,"MITCHELL, BRETT M","Not Applicable","Texas A&M University Health Science Ctr",NA,2019,438459,NA,NA,"Include"
"680",2519,"Determinants of bone microarchitectural compromise in youth with type 1 diabetes","NIDDK",9832811,"1R01DK122581-01",1,"R01","DK",122581,1,"",NA,10591417,"MITCHELL, DEBORAH MICHELLE ","BOUXSEIN, MARY L;MISRA, MADHUSMITA ","Massachusetts General Hospital",NA,2019,297970,NA,NA,"Include"
"681",2527,"Diabetes Journey: From systematic screening to intervention","NIDDK",9742083,"1R01DK121295-01",1,"R01","DK",121295,1,"",NA,6842553,"MODI, AVANI C ","DRISCOLL, KIMBERLY ","Cincinnati Childrens Hosp Med Ctr",NA,2019,510578,NA,NA,"Include"
"682",2533,"A ratiometric fluorescent sensor array for bacterial pathogen investigation","NIBIB",9713451,"1R01EB027662-01",1,"R01","EB",27662,1,"",NA,10222384,"MOHS, AARON M.","Not Applicable","University Of Nebraska Medical Center",NA,2019,343125,NA,NA,"Include"
"683",2534,"Antimicrobial activities of Abeta in Alzheimer's disease brain","NIA",9638738,"1R01AG061035-01",1,"R01","AG",61035,1,"",NA,6421725,"MOIR, ROBERT D","Not Applicable","Massachusetts General Hospital",NA,2019,646582,NA,NA,"Include"
"684",2538,"Spinal muscular atrophy: Mechanisms & treatment strategies.","NINDS",9591436,"1R01NS104218-01A1",1,"R01","NS",104218,1,"A1",NA,8590246,"MONANI, UMRAO ","Not Applicable","Columbia University Health Sciences",NA,2019,460303,NA,NA,"Include"
"685",2539,"Oxidative Stress and Pathological Glutamate Release in Stroke","NINDS",9765947,"1R01NS111943-01",1,"R01","NS",111943,1,"",NA,1976822,"MONGIN, ALEXANDER A","Not Applicable","Albany Medical College",NA,2019,461630,NA,NA,"Include"
"686",2545,"A Randomized Controlled Trial of Mail-Self Stamped HPV Testing to Increase Cervical Cancer Screening Participation Among Minority/Underserved Women in an Integrated Safety Net Healthcare System","NIMHD",9684982,"1R01MD013715-01",1,"R01","MD",13715,1,"",NA,9555187,"MONTEALEGRE, JANE R","Not Applicable","Baylor College Of Medicine",NA,2019,512059,NA,NA,"Include"
"687",2551,"Familial hypercholesterolemia screening in children: population impact of phenotype; genotype; and cascade approaches","NHLBI",9661259,"1R01HL141823-01A1",1,"R01","HL",141823,1,"A1",NA,6922437,"MORAN, ANDREW EDWARD ","DE FERRANTI, SARAH D","Columbia University Health Sciences",NA,2019,894544,NA,NA,"Include"
"688",2552,"Impact of Prescription Opioid Dose Changes on Cannabis Use and Clinical Outcomes","NIDA",9797579,"1R01DA048817-01",1,"R01","DA",48817,1,"",NA,8764093,"MORASCO, BENJAMIN J.","Not Applicable","Oregon Health & Science University",NA,2019,537390,NA,NA,"Include"
"689",2559,"MRI Connectivity Biomarkers of Treatment Response in Focal Epilepsy","NINDS",9754351,"1R01NS108445-01A1",1,"R01","NS",108445,1,"A1",NA,1885834,"MORGAN, VICTORIA L","Not Applicable","Vanderbilt University Medical Center",NA,2019,556258,NA,NA,"Include"
"690",2560,"Regulatory Mechanisms of Cell Competition in Lung Regeneration","NHLBI",9802752,"1R01HL148223-01",1,"R01","HL",148223,1,"",NA,11813445,"MORI, MUNEMASA ","Not Applicable","Columbia University Health Sciences",NA,2019,530931,NA,NA,"Include"
"691",2561,"Cognitive impairment associated with androgen deprivation therapy for prostate cancer","NCI",9667769,"1R01CA224672-01A1",1,"R01","CA",224672,1,"A1",NA,1887230,"MORILAK, DAVID A","Not Applicable","University Of Texas Hlth Science Center",NA,2019,345157,NA,NA,"Include"
"692",2562,"Experience-dependent maturation of prefrontal circuitry in control of social behavior","NIMH",9817885,"1R01MH118297-01A1",1,"R01","MH",118297,1,"A1",NA,10638628,"MORISHITA, HIROFUMI ","Not Applicable","Icahn School Of Medicine At Mount Sinai",NA,2019,578739,NA,NA,"Include"
"693",2563,"Recreating Kidney Organogenesis in vitro with Human Pluripotent Stem Cells","NIBIB",9782056,"1DP2EB029388-01",1,"DP2","EB",29388,1,"",NA,12537542,"MORIZANE, RYUJI ","Not Applicable","Massachusetts General Hospital",NA,2019,2520000,NA,NA,"Include"
"694",2568,"Using genomics and functional biology to understand fibrinogen and its effect on thrombotic and atherosclerotic outcomes","NHLBI",9657859,"1R01HL141291-01A1",1,"R01","HL",141291,1,"A1",NA,7850625,"MORRISON, ALANNA C ","WOLBERG, ALISA S","University Of Texas Hlth Sci Ctr Houston",NA,2019,764442,NA,NA,"Include"
"695",2570,"The Metabolic Regulation of Hematopoietic Stem Cell Function","NIDDK",9736206,"1R01DK118745-01A1",1,"R01","DK",118745,1,"A1",NA,6477213,"MORRISON, SEAN J","Not Applicable","Ut Southwestern Medical Center",NA,2019,364500,NA,NA,"Include"
"696",2574,"Novel mechanisms and predictors of VEGF receptor inhibitor-associated hypertension","NHLBI",9739878,"1R01HL141466-01A1",1,"R01","HL",141466,1,"A1",NA,9453425,"MOSLEHI, JAVID J","Not Applicable","Vanderbilt University Medical Center",NA,2019,680568,NA,NA,"Include"
"697",2576,"Mechanistic Understanding for the Role of Lin28b in Pancreatic Cancer Progression","NCI",9650931,"1R01CA235412-01",1,"R01","CA",235412,1,"",NA,8626392,"MOSTOSLAVSKY, RAUL  ","EL-BARDEESY, NABEEL ;TING, DAVID ","Massachusetts General Hospital",NA,2019,574063,NA,NA,"Include"
"698",2586,"T cell homing to the kidney contributes to salt retention and blood pressure regulation","NHLBI",9710850,"1R01HL146713-01",1,"R01","HL",146713,1,"",NA,14876003,"MU, SHENGYU ","Not Applicable","Univ Of Arkansas For Med Scis",NA,2019,376875,NA,NA,"Include"
"699",2588,"The zinc finger protein ZNF638 is a novel transcriptional regulator of thermogenesis  - Resubmission","NIDDK",9661972,"1R01DK116845-01A1",1,"R01","DK",116845,1,"A1",NA,8498900,"MUELLER, ELISABETTA ","Not Applicable","New York University School Of Medicine",NA,2019,434732,NA,NA,"Include"
"700",2591,"Cell-cell adhesion-mediated signaling determines epithelial polarization in the liver","NIDDK",9739578,"1R01DK118015-01A1",1,"R01","DK",118015,1,"A1",NA,7355449,"MUESCH, ANNE ","Not Applicable","Albert Einstein College Of Medicine",NA,2019,589839,NA,NA,"Include"
"701",2597,"Long noncoding RNAs regulating liver fibrosis","NIDDK",9818534,"1R01DK116999-01A1",1,"R01","DK",116999,1,"A1",NA,2091321,"MULLEN, ALAN C","Not Applicable","Massachusetts General Hospital",NA,2019,378000,NA,NA,"Include"
"702",2599,"Mechanisms linking hemostatic factors and neuroinflammatorydisease","NINDS",9733394,"1R01NS107258-01A1",1,"R01","NS",107258,1,"A1",NA,8742767,"MULLINS, ERIC S","Not Applicable","Cincinnati Childrens Hosp Med Ctr",NA,2019,412354,NA,NA,"Include"
"703",2604,"FHS-NEXT - Framingham Novel EXam using Technology","NHLBI",9659840,"1R01HL141434-01A1",1,"R01","HL",141434,1,"A1",NA,8220958,"MURABITO, JOANNE M ","BENJAMIN, EMELIA J.;MCMANUS, DAVID D.","Boston University Medical Campus",NA,2019,633499,NA,NA,"Include"
"704",2605,"Pathogenic and protective roles of strain-specific P. acnes hyaluronidases in acne","NIAID",9816332,"1R01AI141401-01A1",1,"R01","AI",141401,1,"A1",NA,1879980,"MURALI, RAMACHANDRAN  ","LIU, GEORGE Y","Cedars-Sinai Medical Center",NA,2019,480729,NA,NA,"Include"
"705",2607,"Investigating N-3 Fatty Acids to prevent Neonatal Tobacco-related outcomeS (INFANTS)","NICHD",9748089,"1R01HD098719-01",1,"R01","HD",98719,1,"",NA,2083595,"MURFF, HARVEY J. ","TINDLE, HILARY A","Vanderbilt University Medical Center",NA,2019,721373,NA,NA,"Include"
"706",2608,"Early life exposures and risk of young-onset colorectal cancer","NCI",9820184,"1R01CA242558-01",1,"R01","CA",242558,1,"",NA,11923779,"MURPHY, CAITLIN C","Not Applicable","Ut Southwestern Medical Center",NA,2019,317231,NA,NA,"Include"
"707",2613,"Health and Economic Outcomes of Treatment with Extended-Release Naltrexone Among Pre-Release Prisoners with Opioid Use Disorder","NIDA",9684172,"1R01DA046721-01A1",1,"R01","DA",46721,1,"A1",NA,11867527,"MURPHY, SEAN M.","Not Applicable","Weill Medical Coll Of Cornell Univ",NA,2019,416572,NA,NA,"Include"
"708",2614,"Bioengineered Multi-Cell Type Organoids For Airways Disease Modeling","NHLBI",9740228,"1R01HL143076-01A1",1,"R01","HL",143076,1,"A1",NA,11195422,"MURPHY, SEAN VINCENT","Not Applicable","Wake Forest University Health Sciences",NA,2019,355250,NA,NA,"Include"
"709",2617,"Transdiagnostic Multimodal 7 Tesla MRI of the Locus Coeruleus in Human Pathological Anxiety","NIMH",9738742,"1R01MH116953-01A1",1,"R01","MH",116953,1,"A1",NA,10360433,"MURROUGH, JAMES WARREN ","BALCHANDANI, PRITI ","Icahn School Of Medicine At Mount Sinai",NA,2019,570589,NA,NA,"Include"
"710",2620,"Understanding and Using Variation in Source Materials for MSC Fabrication","NIDCR",9800064,"1R01DE029634-01",1,"R01","DE",29634,1,"",NA,8218953,"MUSCHLER, GEORGE F","Not Applicable","Cleveland Clinic Lerner Com-Cwru",NA,2019,669868,NA,NA,"Include"
"711",2622,"The Role of Synaptic Proteolysis in Alzheimer's Disease and Therapeutic Implications","NIA",9802056,"1R01AG064244-01",1,"R01","AG",64244,1,"",NA,9383432,"MYEKU, NATURA ","Not Applicable","Columbia University Health Sciences",NA,2019,554595,NA,NA,"Include"
"712",2623,"Engaging adolescents in decisions about return of genomic research results","NHGRI",9738807,"1R01HG010166-01A1",1,"R01","HG",10166,1,"A1",NA,9166032,"MYERS, MELANIE F ","MCGOWAN, MICHELLE ","Cincinnati Childrens Hosp Med Ctr",NA,2019,756947,NA,NA,"Include"
"713",2624,"Pragmatics to Reveal Intention in Social Media (PRISM) for Health Promotion","NLM",9818197,"1R01LM012974-01A1",1,"R01","LM",12974,1,"A1",NA,12199429,"MYNENI, SAHITI ","Not Applicable","University Of Texas Hlth Sci Ctr Houston",NA,2019,372890,NA,NA,"Include"
"714",2627,"Modulating endothelial cell immunometabolism and mitochondrial morphology- implications for organ transplantation","NIAID",9819087,"1R01AI142079-01A1",1,"R01","AI",142079,1,"A1",NA,8497144,"NADIG, SATISH N","Not Applicable","Medical University Of South Carolina",NA,2019,373750,NA,NA,"Include"
"715",2628,"Neural Circuits Underlying Multisensory Control of Orientation in Drosophila","NIDCD",9798375,"1R01DC017979-01",1,"R01","DC",17979,1,"",NA,10793375,"NAGEL, KATHERINE ","Not Applicable","New York University School Of Medicine",NA,2019,381667,NA,NA,"Include"
"716",2629,"Transcriptional and non-transcriptional functions of IRF3 in ALD","NIAAA",9765602,"1R01AA027456-01A1",1,"R01","AA",27456,1,"A1",NA,1866065,"NAGY, LAURA E.","Not Applicable","Cleveland Clinic Lerner Com-Cwru",NA,2019,491942,NA,NA,"Include"
"717",2630,"Tribally Engaged Approaches to Lung Screening (TEALS)","NCI",9698151,"1R01CA225439-01A1",1,"R01","CA",225439,1,"A1",NA,8558173,"NAGYKALDI, ZSOLT J","Not Applicable","University Of Oklahoma Hlth Sciences Ctr",NA,2019,471076,NA,NA,"Include"
"718",2634,"Novel injectable analgesic delivery system for musculoskeletal pain management","NIAMS",9817960,"1R01AR075143-01A1",1,"R01","AR",75143,1,"A1",NA,8272967,"NAIR, LAKSHMI S","Not Applicable","University Of Connecticut Sch Of Med/Dnt",NA,2019,374411,NA,NA,"Include"
"719",2638,"Implantable Microphones for Fully Implantable Hearing Prosthetics","NIDCD",9735879,"1R01DC016874-01A1",1,"R01","DC",16874,1,"A1",NA,10281299,"NAKAJIMA, HIDEKO HEIDI ","LANG, JEFFREY H;OLSON, ELIZABETH S.","Massachusetts Eye And Ear Infirmary",NA,2019,359779,NA,NA,"Include"
"720",2643,"Targeting myofibroblasts for heart repair","NHLBI",9712511,"1R01HL146524-01",1,"R01","HL",146524,1,"",NA,10415791,"NAM, YOUNG-JAE ","Not Applicable","Vanderbilt University Medical Center",NA,2019,425000,NA,NA,"Include"
"721",2646,"Novel Degraders of the Androgen Receptor (AR) and AR Splice Variants (AR-SVs)","NCI",9724606,"1R01CA229164-01A1",1,"R01","CA",229164,1,"A1",NA,8293009,"NARAYANAN, RAMESH ","Not Applicable","University Of Tennessee Health Sci Ctr",NA,2019,408871,NA,NA,"Include"
"722",2651,"Whole genome sequences in ethnically diverse individuals with functional assays and genome editing to characterize the biology of plasma lipids","NHLBI",9739766,"1R01HL142711-01A1",1,"R01","HL",142711,1,"A1",NA,11848064,"NATARAJAN, PRADEEP  ","PELOSO, GINA MARIE","Massachusetts General Hospital",NA,2019,619198,NA,NA,"Include"
"723",2654,"Can regionalization improve outcomes and reduce disparities related to breast cancer care? An Evaluation of the NY Medicaid regionalization experiment","NCI",9819097,"1R01CA242748-01",1,"R01","CA",242748,1,"",NA,1961585,"NATTINGER, ANN B","Not Applicable","Medical College Of Wisconsin",NA,2019,371343,NA,NA,"Include"
"724",2657,"INVESTIGATING TUMOR INITIATION AND INVASION IN PREMALIGNANT BREAST CANCER WITH SPATIAL SINGLE CELL GENOMICS","NCI",9797459,"1R01CA240526-01",1,"R01","CA",240526,1,"",NA,10771205,"NAVIN, NICHOLAS ","Not Applicable","University Of Tx Md Anderson Can Ctr",NA,2019,366000,NA,NA,"Include"
"725",2665,"Improving Patient Classification and Outcome Measurement in Traumatic Brain Injury (TBI)","NINDS",9712519,"1R01NS110856-01",1,"R01","NS",110856,1,"",NA,9596817,"NELSON, LINDSAY ","Not Applicable","Medical College Of Wisconsin",NA,2019,662727,NA,NA,"Include"
"726",2675,"CTCF mediated HSV-1 gene expression in latency and reactivation","NIAID",9660235,"1R01AI134807-01A1",1,"R01","AI",134807,1,"A1",NA,7996968,"NEUMANN, DONNA M","Not Applicable","Lsu Health Sciences Center",NA,2019,28662,NA,NA,"Include"
"727",2681,"Randomized Control Trial on Implementation Strategies for Task-Shifting Depression Care in Vietnam","NIMH",9531167,"1R01MH112630-01A1",1,"R01","MH",112630,1,"A1",NA,8859605,"NGO, VICTORIA KHANH","Not Applicable","Graduate School Of Public Health And Health Policy",NA,2019,611338,NA,NA,"Include"
"728",2686,"Biomaterial Drones for Image-Guided Drug Delivery during radiotherapy","NCI",9729905,"1R01CA239042-01",1,"R01","CA",239042,1,"",NA,10863479,"NGWA, WILFRED ","Not Applicable","Dana-Farber Cancer Inst",NA,2019,632501,NA,NA,"Include"
"729",2701,"Bridging the gap between GWAS and mechanism in JIA","NIAMS",9670377,"1R01AR073201-01A1",1,"R01","AR",73201,1,"A1",NA,7837135,"NIGROVIC, PETER A","Not Applicable","Brigham And Women's Hospital",NA,2019,393800,NA,NA,"Include"
"730",2717,"Molecular Basis of Mitochondrial Dysfunction in Neurodegeneration","NIA",9802079,"1R01AG064175-01",1,"R01","AG",64175,1,"",NA,9367961,"NORMAN, KENNETH R","Not Applicable","Albany Medical College",NA,2019,572071,NA,NA,"Include"
"731",2721,"Converting staphylococcal pathogenicity islands from malevolence to benevolence","NIAID",9740363,"1R01AI139613-01A1",1,"R01","AI",139613,1,"A1",NA,1868083,"NOVICK, RICHARD P.","Not Applicable","New York University School Of Medicine",NA,2019,805161,NA,NA,"Include"
